index,instance,width_bound,heuristic,random_seed,tw,msss,score,log_likelihood,reasoning_time
592,sachs-5000,25,kmax,1,5,729.0,-36511.41,-7.162536099798797,0.01078298807144165
593,munin1-5000,25,kmax,1,9,384000.0,-236361.001,-42.32467600306072,1.0903033375740052
594,mildew-5000,25,kmax,1,5,14968800.0,-262638.071,-48.76825478114104,12.883437035083771
595,insurance-5000,25,kmax,1,6,9600.0,-68053.141,-13.171643550104314,0.02143451690673828
596,hepar2-5000,25,kmax,1,6,384.0,-164449.555,-32.6507983732929,0.031034250259399414
597,hailfinder-5000,25,kmax,1,5,1452.0,-252432.083,-49.42241504313801,0.04181175470352173
598,child-5000,25,kmax,1,8,38880.0,-62059.503,-12.226682146119426,0.01905862808227539
599,barley-5000,25,kmax,1,4,42768.0,-295576.264,-52.43255779528221,0.12253325700759889
600,alarm-5000,25,kmax,1,13,2985984.0,-53782.328,-10.415142865800538,0.4668232107162475
601,water-5000,25,kg,5,5,2304.0,-65865.813,-12.946334060072498,0.017659714221954347
602,survey-5000,25,kg,5,1,6.0,-19710.916,-3.931762627574588,0.007806692123413086
603,sachs-5000,25,kg,5,5,729.0,-36511.41,-7.162535736155533,0.009830729961395264
604,pigs-5000,25,kg,5,13,4782969.0,-1853927.732,-364.8632575886017,
605,munin1-5000,25,kg,5,12,345600000.0,-243723.24,-43.391617135050815,
606,mildew-5000,25,kg,5,6,254284800.0,-262638.071,-48.76825478114104,
607,link-5000,25,kg,5,7,16384.0,-1638930.024,-317.9174165387219,0.3486860918998718
608,insurance-5000,25,kg,5,10,921600.0,-68053.141,-13.171643550104314,0.06711241483688354
609,hepar2-5000,25,kg,5,10,9216.0,-164503.553,-32.67315756973697,0.07011441946029663
610,hailfinder-5000,25,kg,5,8,342144.0,-252597.035,-49.43055499091875,0.7290205430984497
611,child-5000,25,kg,5,6,4860.0,-62059.503,-12.226682146119426,0.013753001689910888
612,barley-5000,25,kg,5,6,725760.0,-296357.951,-52.394563716329664,0.4782232761383057
613,alarm-5000,25,kg,5,7,3456.0,-53789.909,-10.397380046918956,0.021373817920684813
614,water-5000,25,kg,4,4,576.0,-65865.813,-12.946465967622514,0.01496553897857666
615,survey-5000,25,kg,4,3,24.0,-19710.916,-3.931762627574588,0.007098236083984375
616,sachs-5000,25,kg,4,4,243.0,-36511.41,-7.162536099798797,0.010223402976989746
617,pigs-5000,25,kg,4,16,129140163.0,-1858026.249,-365.96192504097456,
618,pathfinder-5000,25,kg,4,13,313528320.0,-151219.044,-27.108404341120355,
619,link-5000,25,kg,4,7,65536.0,-1645418.57,-319.8284553156982,0.9640475225448608
620,insurance-5000,25,kg,4,13,70778880.0,-68053.141,-13.171643550104314,2.1942395997047424
621,hepar2-5000,25,kg,4,12,55296.0,-164513.594,-32.67556254297752,0.1390598750114441
622,hailfinder-5000,25,kg,4,10,2073600.0,-252551.208,-49.43320133804242,1.166256413459778
623,child-5000,25,kg,4,8,17280.0,-62059.503,-12.22668017503302,0.015755817890167237
624,barley-5000,25,kg,4,6,756000.0,-296323.554,-52.379123239157245,0.5736031746864318
625,alarm-5000,25,kg,4,10,82944.0,-53784.994,-10.41652987749818,0.045709085464477536
626,water-5000,25,kg,3,5,3072.0,-65865.813,-12.946334060072498,0.0155267071723938
627,survey-5000,25,kg,3,3,24.0,-19710.916,-3.931762627574588,0.007838962078094482
628,sachs-5000,25,kg,3,6,2187.0,-36511.41,-7.1625360002157334,0.009778926372528076
629,pathfinder-5000,25,kg,3,10,48988800.0,-151545.948,-26.796791986372025,
630,mildew-5000,25,kg,3,5,63571200.0,-262638.071,-48.76825478114104,40.17992928981781
631,link-5000,25,kg,3,6,16384.0,-1639979.571,-319.96161112276855,0.6655831456184387
632,hepar2-5000,25,kg,3,8,3072.0,-164522.162,-32.65370513610752,0.04202622175216675
633,insurance-5000,25,kg,3,8,8640.0,-68053.141,-13.171643550104314,0.024629085063934325
634,hailfinder-5000,25,kg,3,9,186624.0,-252622.979,-49.41844235586461,0.16818234205245972
635,child-5000,25,kg,3,6,1296.0,-62059.503,-12.22668017503302,0.01344205617904663
636,barley-5000,25,kg,3,8,373248000.0,-296860.483,-52.8394319763772,
637,alarm-5000,25,kg,3,6,5184.0,-53788.342,-10.415041487211685,0.022736310958862305
638,water-5000,25,kg,2,4,576.0,-65865.813,-12.94641774915,0.014743406772613526
639,survey-5000,25,kg,2,3,24.0,-19710.916,-3.931762627574588,0.007418415546417236
640,sachs-5000,25,kg,2,5,729.0,-36511.41,-7.162535835738647,0.010004444122314451
641,pigs-5000,25,kg,2,13,4782969.0,-1851944.638,-364.5643628494635,21.989537942409516
642,pathfinder-5000,25,kg,2,13,101606400.0,-151538.343,-27.362119544790986,
643,munin1-5000,25,kg,2,10,119000000.0,-244486.089,-43.72815012921037,
644,mildew-5000,25,kg,2,4,40320.0,-262638.071,-48.76825478114104,0.07124340057373046
645,link-5000,25,kg,2,10,16384.0,-1639404.311,-318.21244343236594,0.8883096194267273
646,insurance-5000,25,kg,2,8,20736.0,-68053.141,-13.171643550104314,0.029023263454437256
647,hepar2-5000,25,kg,2,8,1024.0,-164511.474,-32.67540637533359,0.03322666883468628
648,hailfinder-5000,25,kg,2,7,85536.0,-252573.099,-49.429595775915494,0.105833101272583
649,child-5000,25,kg,2,12,466560.0,-62059.503,-12.226682146119426,0.03593402624130249
650,barley-5000,25,kg,2,8,54432000.0,-296778.542,-52.6586669666338,40.045613749027254
651,alarm-5000,25,kg,2,9,165888.0,-53784.994,-10.41652987749818,0.10531139850616456
652,water-5000,25,kg,1,4,576.0,-65865.813,-12.946550737922172,0.014281907081604005
653,survey-5000,25,kg,1,3,24.0,-19710.916,-3.931762627574588,0.007451274394989014
654,sachs-5000,25,kg,1,7,6561.0,-36511.41,-7.162535835738647,0.01015446424484253
655,pigs-5000,25,kg,1,15,43046721.0,-1851556.374,-364.47683310135096,
656,munin-5000,25,kg,1,6,32256.0,-1068494.883,-196.8833854062187,1.2794378042221068
657,munin1-5000,25,kg,1,9,7350000.0,-245351.565,-43.952446227040966,13.946711564064026
658,link-5000,25,kg,1,7,65536.0,-1639721.12,-318.3496013076782,0.8291105270385742
659,insurance-5000,25,kg,1,8,76800.0,-68053.141,-13.171643550104314,0.04421535015106201
660,hepar2-5000,25,kg,1,8,3072.0,-164506.452,-32.66084434288632,0.034555861949920656
661,hailfinder-5000,25,kg,1,10,5987520.0,-252542.709,-49.42136732214414,9.06092830657959
662,child-5000,25,kg,1,7,9720.0,-62059.503,-12.226682146119426,0.015860326290130615
663,barley-5000,25,kg,1,6,1632960.0,-297010.888,-53.05009911429689,0.965953540802002
664,alarm-5000,25,kg,1,8,49152.0,-53783.8,-10.41551335296944,0.06082594871520996
665,water-5000,20,kmax,5,3,192.0,-65865.813,-12.946418827835368,0.01587291955947876
666,survey-5000,20,kmax,5,2,12.0,-19710.916,-3.931762627574588,0.007575454711914062
667,sachs-5000,20,kmax,5,5,729.0,-36511.41,-7.1625360002157334,0.011238365173339844
668,munin1-5000,20,kmax,5,9,1440000.0,-235923.852,-42.43271599431741,4.360098996162415
669,mildew-5000,20,kmax,5,4,702720.0,-262638.071,-48.76825478114104,0.7283638691902161
670,link-5000,20,kmax,5,9,1048576.0,-1604931.39,-311.9904512000378,6.884151473045349
671,insurance-5000,20,kmax,5,6,9600.0,-68053.141,-13.171643550104314,0.024074959754943847
672,hepar2-5000,20,kmax,5,5,192.0,-164456.229,-32.65393874026161,0.030308949947357177
673,hailfinder-5000,20,kmax,5,3,297.0,-252481.946,-49.42848072548601,0.03157630681991577
674,child-5000,20,kmax,5,8,38880.0,-62059.503,-12.226682146119426,0.0213081955909729
675,barley-5000,20,kmax,5,4,42768.0,-295858.58,-52.29926179636666,0.11111841917037964
676,alarm-5000,20,kmax,5,11,165888.0,-53793.257,-10.39589165663256,0.08835541486740112
677,water-5000,20,kmax,4,3,192.0,-65865.813,-12.946334057535678,0.01526503324508667
678,survey-5000,20,kmax,4,2,12.0,-19710.916,-3.931762627574588,0.008894526958465576
679,sachs-5000,20,kmax,4,5,729.0,-36511.41,-7.162536099798797,0.012141399383544922
680,munin1-5000,20,kmax,4,10,7680000.0,-237274.2,-42.53022573538124,10.364582657814026
681,mildew-5000,20,kmax,4,4,453600.0,-262638.071,-48.76825478114104,0.6846263265609741
682,link-5000,20,kmax,4,12,16777216.0,-1593670.792,-310.18946031333775,40.02915043830872
683,insurance-5000,20,kmax,4,6,9600.0,-68053.141,-13.171643550104314,0.022703514099121094
684,hepar2-5000,20,kmax,4,5,192.0,-164458.586,-32.658116021154164,0.03046079158782959
685,hailfinder-5000,20,kmax,4,4,891.0,-252475.002,-49.42830012259525,0.03024325370788574
686,diabetes-5000,20,kmax,4,5,1287000.0,-2277909.299,0.0,0.008226704597473145
687,child-5000,20,kmax,4,8,38880.0,-62059.503,-12.226682146119426,0.017518937587738037
688,barley-5000,20,kmax,4,5,213840.0,-295708.559,-52.23393596180752,0.32193516492843627
689,alarm-5000,20,kmax,4,11,497664.0,-53786.291,-10.4276902312045,0.1315264058113098
690,water-5000,20,kmax,3,3,192.0,-65865.813,-12.946465970159297,0.015525541305541991
691,survey-5000,20,kmax,3,2,12.0,-19710.916,-3.931762627574588,0.0071415877342224125
692,sachs-5000,20,kmax,3,5,729.0,-36511.41,-7.162535835738647,0.010043575763702392
693,munin1-5000,20,kmax,3,11,6553600.0,-236824.414,-42.29065091172363,9.449518492221832
694,mildew-5000,20,kmax,3,4,149688.0,-262638.071,-48.76825478114104,0.2524288201332092
695,link-5000,20,kmax,3,9,1048576.0,-1601958.554,-311.36244119863426,10.746699118614195
696,insurance-5000,20,kmax,3,6,9600.0,-68053.141,-13.171643550104314,0.013791611194610595
697,hepar2-5000,20,kmax,3,5,192.0,-164454.842,-32.67190955142393,0.02753470897674561
698,hailfinder-5000,20,kmax,3,4,432.0,-252488.698,-49.428076749074904,0.029917933940887452
699,child-5000,20,kmax,3,8,38880.0,-62059.503,-12.226682146119426,0.02014976501464844
700,barley-5000,20,kmax,3,4,42768.0,-295826.836,-52.558703494321264,0.06070591688156128
701,alarm-5000,20,kmax,3,11,186624.0,-53791.842,-10.396926321198452,0.11333523273468016
702,water-5000,20,kmax,2,3,192.0,-65865.813,-12.946550737922172,0.014470629692077635
703,survey-5000,20,kmax,2,2,12.0,-19710.916,-3.931762627574588,0.007432715892791748
704,sachs-5000,20,kmax,2,5,729.0,-36511.41,-7.1625360002157334,0.010127813816070556
705,munin1-5000,20,kmax,2,11,53760000.0,-236632.85,-42.13377129552465,
706,mildew-5000,20,kmax,2,4,149688.0,-262638.071,-48.76825478114104,0.22174545288085937
707,link-5000,20,kmax,2,9,65536.0,-1599345.135,-311.65168110826596,1.013818211555481
708,insurance-5000,20,kmax,2,6,4800.0,-68053.141,-13.171643550104314,0.018259580135345455
709,hepar2-5000,20,kmax,2,4,96.0,-164460.372,-32.6511580512951,0.028653275966644288
710,hailfinder-5000,20,kmax,2,4,432.0,-252496.98,-49.44166340566487,0.030051617622375487
711,child-5000,20,kmax,2,8,38880.0,-62059.503,-12.22668017503302,0.02238862991333008
712,barley-5000,20,kmax,2,5,213840.0,-295796.796,-52.2664505732863,0.3418380880355835
713,alarm-5000,20,kmax,2,11,497664.0,-53785.734,-10.415059627248963,0.16907883882522584
714,water-5000,20,kmax,1,4,768.0,-65865.813,-12.946550737922172,0.014538500308990478
715,survey-5000,20,kmax,1,2,12.0,-19710.916,-3.931762627574588,0.007540671825408935
716,sachs-5000,20,kmax,1,5,729.0,-36511.41,-7.162536099798797,0.009584019184112547
717,mildew-5000,20,kmax,1,4,149688.0,-262638.071,-48.76825478114104,0.21612292051315307
718,link-5000,20,kmax,1,10,4194304.0,-1601351.194,-310.71002035591255,18.034192912578582
719,insurance-5000,20,kmax,1,6,4608.0,-68053.141,-13.171643550104314,0.01831165313720703
720,hepar2-5000,20,kmax,1,5,192.0,-164456.093,-32.67110832168481,0.028786549568176268
721,hailfinder-5000,20,kmax,1,4,576.0,-252496.285,-49.42113046202075,0.02967413902282715
722,child-5000,20,kmax,1,8,38880.0,-62059.503,-12.226682146119426,0.020477361679077148
723,barley-5000,20,kmax,1,4,42768.0,-295727.167,-52.41130962071846,0.13016222953796386
724,alarm-5000,20,kmax,1,10,248832.0,-53785.96,-10.416296348754278,0.07914806365966796
725,water-5000,20,kg,5,4,576.0,-65865.813,-12.946334060072498,0.015083281993865967
726,survey-5000,20,kg,5,1,6.0,-19710.916,-3.931762627574588,0.007012808322906494
727,sachs-5000,20,kg,5,5,729.0,-36511.41,-7.162535835738647,0.01010232925415039
728,pigs-5000,20,kg,5,11,531441.0,-1859860.469,-366.23720185456904,3.562832851409912
729,munin1-5000,20,kg,5,11,120960000.0,-243803.703,-43.6556078306426,
730,mildew-5000,20,kg,5,4,18144.0,-262638.071,-48.76825478114104,0.02975659132003784
731,link-5000,20,kg,5,6,16384.0,-1643798.053,-319.5340413039511,0.7497588634490967
732,insurance-5000,20,kg,5,12,414720.0,-68053.141,-13.171643550104314,0.07263003826141358
733,hepar2-5000,20,kg,5,12,221184.0,-164548.648,-32.687715898793705,0.45898921966552736
734,hailfinder-5000,20,kg,5,8,217728.0,-252736.741,-49.46475648842612,0.347622754573822
735,child-5000,20,kg,5,6,4860.0,-62059.503,-12.226682146119426,0.01583038568496704
736,barley-5000,20,kg,5,6,1451520.0,-297140.759,-53.287816684631586,0.8270631623268128
737,alarm-5000,20,kg,5,7,3456.0,-53805.44,-10.428041441941089,0.02111196517944336
738,water-5000,20,kg,4,5,2304.0,-65865.813,-12.946550737922172,0.01657221794128418
739,survey-5000,20,kg,4,3,24.0,-19710.916,-3.931762627574588,0.008972277641296387
740,sachs-5000,20,kg,4,4,243.0,-36511.41,-7.162535736155533,0.010429680347442629
741,pigs-5000,20,kg,4,11,531441.0,-1858269.453,-366.265120632891,4.986337902545929
742,pathfinder-5000,20,kg,4,11,87091200.0,-151744.327,-27.13300027627828,
743,munin1-5000,20,kg,4,8,864000.0,-245406.017,-43.95219855922708,3.184773576259613
744,mildew-5000,20,kg,4,5,7905600.0,-262638.071,-48.76825478114104,5.099278750419617
745,link-5000,20,kg,4,6,8192.0,-1645019.209,-320.1294630005755,0.6960546684265136
746,insurance-5000,20,kg,4,7,8640.0,-68053.141,-13.171643550104314,0.022829339504241944
747,hepar2-5000,20,kg,4,9,3072.0,-164540.096,-32.660195393364745,0.028503506183624263
748,hailfinder-5000,20,kg,4,7,76032.0,-252638.97,-49.433501494167345,0.040122542381286624
749,child-5000,20,kg,4,8,17280.0,-62059.503,-12.22668017503302,0.013955535888671875
750,barley-5000,20,kg,4,5,90720.0,-297211.622,-53.12784192946772,0.2453659987449646
751,alarm-5000,20,kg,4,4,192.0,-53809.172,-10.426935822150613,0.01855154037475586
752,water-5000,20,kg,3,5,1728.0,-65865.813,-12.946418827835368,0.015661251544952393
753,survey-5000,20,kg,3,3,24.0,-19710.916,-3.931762627574588,0.007747054100036621
754,sachs-5000,20,kg,3,6,2187.0,-36511.41,-7.162535835738647,0.005954771041870117
755,pigs-5000,20,kg,3,12,1594323.0,-1859738.553,-366.8242054635737,39.03527651548386
756,pathfinder-5000,20,kg,3,12,31352832.0,-151336.96,-27.129054378084128,
757,munin1-5000,20,kg,3,9,4147200.0,-245255.158,-43.76125638453298,8.774034190177918
758,mildew-5000,20,kg,3,3,21672.0,-262638.071,-48.76825478114104,0.05587022542953491
759,link-5000,20,kg,3,8,262144.0,-1635926.36,-317.69574398807976,2.2005497288703917
760,insurance-5000,20,kg,3,6,3456.0,-68053.141,-13.171643550104314,0.020443778038024905
761,hepar2-5000,20,kg,3,6,288.0,-164533.575,-32.665868667629375,0.03149574041366577
762,hailfinder-5000,20,kg,3,7,21384.0,-252630.627,-49.45381043161283,0.059118762016296386
763,diabetes-5000,20,kg,3,9,17280000.0,-2272963.551,0.0,0.007178137302398682
764,child-5000,20,kg,3,6,1296.0,-62059.503,-12.226682146119426,0.014418692588806152
765,barley-5000,20,kg,3,5,108864.0,-297118.705,-53.39553690196893,0.24359328269958497
766,alarm-5000,20,kg,3,5,576.0,-53817.164,-10.425908964885334,0.017031157016754152
767,water-5000,20,kg,2,4,432.0,-65865.813,-12.946465967622514,0.013566112518310547
768,survey-5000,20,kg,2,3,24.0,-19710.916,-3.931762627574588,0.006818106174468994
769,sachs-5000,20,kg,2,5,729.0,-36511.41,-7.162535835738647,0.01089531183242798
770,pigs-5000,20,kg,2,10,177147.0,-1853830.633,-365.132082699245,2.6908019948005677
771,pathfinder-5000,20,kg,2,14,232243200.0,-151332.605,-27.229271189224843,
772,mildew-5000,20,kg,2,4,453600.0,-262638.071,-48.76825478114104,0.38694627285003663
773,munin1-5000,20,kg,2,7,150000.0,-245337.634,-44.59601509652313,0.3076824688911438
774,link-5000,20,kg,2,6,16384.0,-1644419.003,-320.2527447888526,0.7751407599449158
775,insurance-5000,20,kg,2,8,17280.0,-68053.141,-13.171643550104314,0.0245221471786499
776,hepar2-5000,20,kg,2,9,3072.0,-164525.028,-32.68574861838135,0.019938397407531738
777,hailfinder-5000,20,kg,2,6,6480.0,-252736.123,-49.49499538945813,0.04024188756942749
778,child-5000,20,kg,2,12,466560.0,-62059.503,-12.226682146119426,0.03983508110046387
779,barley-5000,20,kg,2,5,192000.0,-297457.492,-53.07499278350715,0.20712294101715087
780,alarm-5000,20,kg,2,5,2304.0,-53818.279,-10.425355834787029,0.02254260778427124
781,water-5000,20,kg,1,4,576.0,-65865.813,-12.946334060072498,0.015090689659118651
782,survey-5000,20,kg,1,3,24.0,-19710.916,-3.931762627574588,0.007665245532989502
783,sachs-5000,20,kg,1,7,6561.0,-36511.41,-7.162535736155533,0.00799431562423706
784,pigs-5000,20,kg,1,10,177147.0,-1850442.848,-364.81649451669733,0.8750138545036316
785,munin1-5000,20,kg,1,11,194400000.0,-244082.25,-43.251033679130295,
786,mildew-5000,20,kg,1,5,1733760.0,-262638.071,-48.76825478114104,0.939730544090271
787,link-5000,20,kg,1,8,16384.0,-1642264.225,-320.2552734039669,0.3341922116279602
788,insurance-5000,20,kg,1,9,61440.0,-68053.141,-13.171643550104314,0.03364914655685425
789,hepar2-5000,20,kg,1,9,13824.0,-164557.739,-32.674876306688496,0.07522904872894287
790,hailfinder-5000,20,kg,1,7,166320.0,-252610.759,-49.43076863999892,0.5057235550880432
791,child-5000,20,kg,1,7,9720.0,-62059.503,-12.226682146119426,0.01619553327560425
792,barley-5000,20,kg,1,6,340200.0,-297602.4,-52.73111863427101,0.2837228727340698
793,alarm-5000,20,kg,1,6,1728.0,-53793.336,-10.397379058790266,0.02057401418685913
794,water-5000,15,kmax,5,3,192.0,-65865.813,-12.946334060412806,0.013891022205352785
795,survey-5000,15,kmax,5,2,12.0,-19710.916,-3.931762627574588,0.00853137969970703
796,sachs-5000,15,kmax,5,5,729.0,-36511.41,-7.162535835738647,0.010961387157440184
797,pigs-5000,15,kmax,5,13,4782969.0,-1798498.286,-355.2316676508246,24.228050944805144
798,pathfinder-5000,15,kmax,5,12,18579456.0,-150609.685,-27.157723845232734,69.64015356302261
799,munin1-5000,15,kmax,5,8,61440.0,-236926.195,-42.86938948951168,0.23833626747131348
800,mildew-5000,15,kmax,5,4,149688.0,-262638.071,-48.76825478114104,0.1624699592590332
801,insurance-5000,15,kmax,5,6,4608.0,-68053.141,-13.171643550104314,0.018772034645080565
802,link-5000,15,kmax,5,8,262144.0,-1598152.034,-311.29397509628006,1.0265699052810668
803,hepar2-5000,15,kmax,5,5,192.0,-164456.093,-32.67110832113721,0.028882951736450196
804,hailfinder-5000,15,kmax,5,4,1452.0,-252558.08,-49.43353983626648,0.045941004753112795
805,diabetes-5000,15,kmax,5,8,36236475.0,-2281156.508,-411.77995317364304,
806,child-5000,15,kmax,5,8,38880.0,-62059.503,-12.22668017503302,0.01941340208053589
807,barley-5000,15,kmax,5,4,42768.0,-296129.276,-52.3539160080785,0.12075424909591675
808,alarm-5000,15,kmax,5,8,20736.0,-53812.042,-10.41429089829896,0.027504451274871822
809,water-5000,15,kmax,4,3,192.0,-65865.813,-12.946334060072498,0.01285158634185791
810,survey-5000,15,kmax,4,2,12.0,-19710.916,-3.931762627574588,0.00930994987487793
811,sachs-5000,15,kmax,4,5,729.0,-36511.41,-7.162535736155533,0.011055264472961426
812,pigs-5000,15,kmax,4,13,4782969.0,-1796786.607,-354.66396913823127,16.65212878704071
813,munin1-5000,15,kmax,4,10,11289600.0,-237581.947,-42.49892740753057,41.16508850336075
814,pathfinder-5000,15,kmax,4,9,2721600.0,-150958.94,-27.05350303318733,6.923631253242493
815,mildew-5000,15,kmax,4,3,4536.0,-262638.071,-48.76825478114104,0.03667701244354248
816,link-5000,15,kmax,4,8,262144.0,-1602948.641,-311.4100227927541,3.2882788610458373
817,insurance-5000,15,kmax,4,5,1152.0,-68053.141,-13.171643550104314,0.01811209201812744
818,hepar2-5000,15,kmax,4,4,96.0,-164471.05,-32.67768804076009,0.03195352077484131
819,hailfinder-5000,15,kmax,4,4,432.0,-252549.795,-49.433085658969176,0.026140453815460204
820,diabetes-5000,15,kmax,4,8,75108330.0,-2281800.732,-411.6593773157299,
821,child-5000,15,kmax,4,6,4320.0,-62059.503,-12.226682146119426,0.014983575344085691
822,barley-5000,15,kmax,4,5,213840.0,-296074.838,-52.47922999731666,0.25583999156951903
823,alarm-5000,15,kmax,4,8,13824.0,-53799.4,-10.415587548917786,0.022968993186950684
824,water-5000,15,kmax,3,3,192.0,-65865.813,-12.946465967622514,0.014287633895874024
825,survey-5000,15,kmax,3,2,12.0,-19710.916,-3.931762627574588,0.0081508469581604
826,sachs-5000,15,kmax,3,5,729.0,-36511.41,-7.1625360002157334,0.009351367950439454
827,pigs-5000,15,kmax,3,14,14348907.0,-1798142.772,-354.93927404903525,
828,pathfinder-5000,15,kmax,3,11,61931520.0,-151090.379,-26.912167150756652,
829,munin1-5000,15,kmax,3,7,38400.0,-237240.429,-42.67923634686729,0.2213112258911133
830,link-5000,15,kmax,3,8,131072.0,-1603076.083,-311.47337803199906,1.634459683895111
831,mildew-5000,15,kmax,3,3,4536.0,-262638.071,-48.76825478114104,0.03113218784332275
832,insurance-5000,15,kmax,3,6,4608.0,-68054.76,-13.171612752701334,0.017395148277282713
833,hepar2-5000,15,kmax,3,4,96.0,-164468.498,-32.66096858789001,0.02567275524139404
834,hailfinder-5000,15,kmax,3,4,1452.0,-252540.316,-49.41220420023589,0.04406078577041626
835,child-5000,15,kmax,3,6,4320.0,-62059.503,-12.226682146119426,0.014373095035552978
836,barley-5000,15,kmax,3,4,42768.0,-296166.016,-52.47349645060428,0.1088260793685913
837,alarm-5000,15,kmax,3,7,3456.0,-53795.755,-10.427574530673157,0.019278616905212403
838,survey-5000,15,kmax,2,2,12.0,-19710.916,-3.931762627574588,0.007754302024841309
839,water-5000,15,kmax,2,3,192.0,-65865.813,-12.946334060072498,0.01517176866531372
840,sachs-5000,15,kmax,2,5,729.0,-36511.41,-7.162535835738647,0.009001779556274413
841,pathfinder-5000,15,kmax,2,11,13934592.0,-150939.733,-26.994988424643445,27.45978325843811
842,pigs-5000,15,kmax,2,15,43046721.0,-1797593.049,-354.810246250575,
843,link-5000,15,kmax,2,12,33554432.0,-1593198.805,-309.65481034105676,
844,mildew-5000,15,kmax,2,3,11520.0,-262638.071,-48.76825478114104,0.04237698316574097
845,munin1-5000,15,kmax,2,10,7168000.0,-237876.447,-42.58814083555719,26.756940879821776
846,insurance-5000,15,kmax,2,6,4608.0,-68053.141,-13.171643550104314,0.019997532367706294
847,hepar2-5000,15,kmax,2,4,96.0,-164468.184,-32.657546418595686,0.02945984601974487
848,child-5000,15,kmax,2,7,7776.0,-62059.503,-12.22668017503302,0.014463748931884766
849,hailfinder-5000,15,kmax,2,4,1452.0,-252579.287,-49.440588249575,0.03620094060897827
850,diabetes-5000,15,kmax,2,4,9690.0,-2274783.634,-408.8973999187817,0.2511184549331665
851,barley-5000,15,kmax,2,4,42768.0,-296074.838,-52.47917227339179,0.10571710824966432
852,alarm-5000,15,kmax,2,8,20736.0,-53809.513,-10.427221627235424,0.03701010227203369
853,water-5000,15,kmax,1,3,192.0,-65865.813,-12.946465967622514,0.014723620414733886
854,survey-5000,15,kmax,1,2,12.0,-19710.916,-3.931762627574588,0.007889885902404786
855,sachs-5000,15,kmax,1,5,729.0,-36511.41,-7.162535736155533,0.010668632984161376
856,pigs-5000,15,kmax,1,14,14348907.0,-1798312.735,-354.94362811628685,
857,pathfinder-5000,15,kmax,1,7,96768.0,-151015.703,-27.02767087222882,0.7686638569831848
858,munin1-5000,15,kmax,1,9,1008000.0,-237106.799,-42.45715216318263,1.2001317381858825
859,insurance-5000,15,kmax,1,6,4608.0,-68054.76,-13.171612752701334,0.018259737491607662
860,mildew-5000,15,kmax,1,3,4536.0,-262638.071,-48.76825478114104,0.03767394781112671
861,hailfinder-5000,15,kmax,1,4,1584.0,-252549.713,-49.43061679374083,0.039768729209899906
862,hepar2-5000,15,kmax,1,4,96.0,-164453.812,-32.66101747761083,0.02787370681762695
863,barley-5000,15,kmax,1,4,42768.0,-296124.762,-52.34628389047053,0.12018158435821533
864,child-5000,15,kmax,1,8,38880.0,-62059.503,-12.226682146119426,0.020546514987945557
865,alarm-5000,15,kmax,1,8,31104.0,-53818.995,-10.415133573281208,0.04282093048095703
866,water-5000,15,kg,5,4,432.0,-65865.813,-12.946465970499538,0.014940464496612548
867,survey-5000,15,kg,5,1,6.0,-19710.916,-3.931762627574588,0.008566827774047851
868,sachs-5000,15,kg,5,5,729.0,-36511.41,-7.162535736155533,0.009407951831817626
869,pigs-5000,15,kg,5,6,2187.0,-1864368.192,-367.1859619923584,0.2961802363395691
870,pathfinder-5000,15,kg,5,12,130636800.0,-151716.28,-27.33418691608496,
871,link-5000,15,kg,5,6,16384.0,-1644918.89,-319.52806471603793,0.7041351246833801
872,mildew-5000,15,kg,5,4,11664.0,-262639.469,-48.74772611386154,0.04243708372116089
873,munin1-5000,15,kg,5,8,12757500.0,-245846.997,-43.99790073234566,35.001412315368654
874,hepar2-5000,15,kg,5,7,1152.0,-164571.803,-32.67099195309255,0.030726046562194825
875,hailfinder-5000,15,kg,5,9,362880.0,-252802.679,-49.43066640319473,0.7085006427764893
876,insurance-5000,15,kg,5,7,15360.0,-68054.76,-13.171612752701334,0.018418238162994385
877,child-5000,15,kg,5,6,1728.0,-62059.503,-12.226682146119426,0.013913803100585938
878,barley-5000,15,kg,5,3,2700.0,-298060.611,-53.20356711885577,0.028590824604034424
879,alarm-5000,15,kg,5,5,648.0,-53902.887,-10.433981003429194,0.020572671890258788
880,water-5000,15,kg,4,4,768.0,-65865.813,-12.946465970159297,0.014507224559783935
881,survey-5000,15,kg,4,3,24.0,-19710.916,-3.931762627574588,0.007151012420654297
882,sachs-5000,15,kg,4,4,243.0,-36511.41,-7.162536099798797,0.0071995282173156734
883,pigs-5000,15,kg,4,9,59049.0,-1859764.456,-366.1920485972104,0.3945458769798279
884,pathfinder-5000,15,kg,4,8,1209600.0,-151833.748,-27.15278092588092,4.30715399980545
885,mildew-5000,15,kg,4,5,1541120.0,-262639.469,-48.74772611386154,1.092965989112854
886,munin1-5000,15,kg,4,7,288000.0,-244981.837,-44.36076167134009,1.9574993085861203
887,insurance-5000,15,kg,4,8,46080.0,-68054.76,-13.171612752701334,0.02640479803085327
888,hepar2-5000,15,kg,4,8,1152.0,-164546.095,-32.66700737881744,0.018291707038879394
889,hailfinder-5000,15,kg,4,5,1188.0,-252681.222,-49.48364690482885,0.028100900650024414
890,diabetes-5000,15,kg,4,5,64350.0,-2270901.799,-405.1482747828338,1.0930454850196838
891,child-5000,15,kg,4,7,7776.0,-62059.503,-12.226682146119426,0.014578313827514648
