index,instance,width_bound,heuristic,random_seed,start_heur_widthmode,slim_applied,slim_autobudget_offset,slim_sat_timeout,slim_bag_traversal,tw,msss,score,log_likelihood,reasoning_time
756,hepar2-5000,5000,kg,1,tw,True,7.0,2.0,max-rand,10,13824,-165458.459,-32.87712995309313,0.05749403715133667
757,hepar2-5000,500,kg,1,tw,True,7.0,2.0,max-rand,5,192,-164569.614,-32.69237950773995,0.035014805793762205
758,hepar2-5000,5000,kg,1,tw,True,7.0,120.0,max-rand,12,55296,-164830.532,-32.730841780610945,0.1628773021697998
759,hepar2-5000,500000,kg,1,tw,True,7.0,2.0,max-rand,15,884736,-164440.057,-32.65653128905906,0.9180134749412536
760,hepar2-5000,50000,kg,1,tw,True,3.0,10.0,max-rand,10,18432,-164837.16,-32.7409107220366,0.13785628080368045
761,hepar2-5000,50000,kg,1,tw,True,3.0,120.0,max-rand,9,9216,-165097.201,-32.79737159853776,0.04975984573364258
762,hepar2-5000,500000,kg,1,tw,True,3.0,10.0,max-rand,15,884736,-164440.057,-32.65653128905906,0.9360076451301574
763,hepar2-5000,500000,kg,1,tw,True,7.0,120.0,max-rand,15,884736,-164440.057,-32.65653128905906,1.0010453057289124
764,hepar2-5000,500000,kg,1,tw,True,7.0,10.0,max-rand,15,884736,-164440.057,-32.65653128905906,0.8917937755584717
765,hepar2-5000,500000,kg,1,tw,True,3.0,2.0,max-rand,15,884736,-164440.057,-32.65653128905906,0.891810748577118
766,hepar2-5000,500000,kg,1,tw,True,3.0,120.0,max-rand,15,884736,-164440.057,-32.65653128905906,0.6862087249755859
767,hepar2-5000,50000,kg,1,tw,True,3.0,2.0,max-rand,8,9216,-164933.795,-32.76250931849016,0.0771997618675232
768,hepar2-5000,500,kg,3,cw,True,7.0,2.0,max-rand,5,256,-164593.071,-32.698477098504206,0.02155003070831299
769,hepar2-5000,500,kg,3,cw,True,3.0,2.0,max-rand,5,288,-164639.987,-32.70707788577743,0.02632072687149048
770,hepar2-5000,50,kg,3,cw,True,7.0,10.0,max-rand,4,36,-164519.279,-32.69576831125089,0.01888729810714722
771,hepar2-5000,5000,kg,3,cw,True,7.0,120.0,max-rand,8,1536,-164578.002,-32.69607176108343,0.02391734838485718
772,hepar2-5000,500,kg,3,cw,True,3.0,120.0,max-rand,5,288,-164639.987,-32.70707788577743,0.02167245626449585
773,hepar2-5000,500,kg,3,cw,True,7.0,120.0,max-rand,6,256,-164537.875,-32.68848458515877,0.025502185821533203
774,hepar2-5000,5000,kg,3,cw,True,3.0,2.0,max-rand,8,3456,-164586.951,-32.688029279403494,0.02341949224472046
775,hepar2-5000,50,kg,3,cw,True,3.0,10.0,max-rand,3,36,-164533.336,-32.70313817629956,0.02528215408325195
776,hepar2-5000,50,kg,3,cw,True,3.0,120.0,max-rand,3,36,-164533.336,-32.70313817629956,0.02443126916885376
777,hepar2-5000,5000,kg,3,cw,True,3.0,120.0,max-rand,8,3456,-164586.951,-32.688029279403494,0.027596006393432616
778,hepar2-5000,5000,kg,3,cw,True,7.0,10.0,max-rand,8,3456,-164586.951,-32.688029279403494,0.025018417835235597
779,hepar2-5000,500,kg,3,cw,True,3.0,10.0,max-rand,5,288,-164639.987,-32.70707788577743,0.02611804723739624
780,hepar2-5000,5000,kg,3,cw,True,3.0,10.0,max-rand,8,3456,-164586.951,-32.688029279403494,0.02712284803390503
781,hepar2-5000,50,kg,3,cw,True,3.0,2.0,max-rand,4,36,-164526.059,-32.69927710753809,0.02419466733932495
782,hepar2-5000,50,kg,3,cw,True,7.0,2.0,max-rand,3,32,-164536.415,-32.696223115993156,0.021859257221221923
783,hepar2-5000,500,kg,3,cw,True,7.0,10.0,max-rand,5,256,-164537.867,-32.68848457193689,0.02823033571243286
784,hepar2-5000,5000,kg,3,cw,True,7.0,2.0,max-rand,8,3456,-164586.951,-32.688029279403494,0.02452324628829956
785,hepar2-5000,50,kg,3,cw,True,7.0,120.0,max-rand,4,48,-164550.985,-32.70020651687828,0.02701268911361694
786,hepar2-5000,50000,kg,3,cw,True,7.0,2.0,max-rand,12,36864,-164622.899,-32.681816228406575,0.028023338317871092
787,hepar2-5000,500000,kg,3,cw,True,7.0,2.0,max-rand,15,294912,-164634.498,-32.6998604425814,0.028466613292694093
788,hepar2-5000,500000,kg,3,cw,True,3.0,120.0,max-rand,15,294912,-164634.498,-32.6998604425814,0.023002068996429443
789,hepar2-5000,50000,kg,3,cw,True,7.0,10.0,max-rand,12,36864,-164622.899,-32.681816228406575,0.028255629539489745
790,hepar2-5000,500000,kg,3,cw,True,7.0,10.0,max-rand,15,294912,-164634.498,-32.6998604425814,0.028568456172943114
791,hepar2-5000,50,kg,2,cw,True,3.0,2.0,max-rand,4,48,-164533.572,-32.69116395434605,0.023168935775756835
792,hepar2-5000,50,kg,2,cw,True,7.0,10.0,max-rand,4,48,-164595.24,-32.71906018766981,0.0228748083114624
793,hepar2-5000,500000,kg,3,cw,True,3.0,10.0,max-rand,15,294912,-164634.498,-32.6998604425814,0.02400160789489746
794,hepar2-5000,50,kg,2,cw,True,7.0,2.0,max-rand,4,48,-164596.39,-32.7201417050408,0.022583062648773192
795,hepar2-5000,50000,kg,3,cw,True,3.0,2.0,max-rand,12,36864,-164622.899,-32.681816228406575,0.02860590934753418
796,hepar2-5000,50000,kg,3,cw,True,3.0,10.0,max-rand,12,36864,-164622.899,-32.681816228406575,0.023745126724243164
797,hepar2-5000,50,kg,2,cw,True,7.0,120.0,max-rand,3,36,-164512.948,-32.69675440834488,0.022040205001831056
798,hepar2-5000,500000,kg,3,cw,True,7.0,120.0,max-rand,15,294912,-164634.498,-32.6998604425814,0.02415590047836304
799,hepar2-5000,50000,kg,3,cw,True,7.0,120.0,max-rand,12,36864,-164622.899,-32.681816228406575,0.02394923448562622
800,hepar2-5000,500000,kg,3,cw,True,3.0,2.0,max-rand,15,294912,-164634.498,-32.6998604425814,0.025162928104400635
801,hepar2-5000,50000,kg,3,cw,True,3.0,120.0,max-rand,12,36864,-164622.899,-32.681816228406575,0.028120956420898437
802,hepar2-5000,50,kg,2,cw,True,3.0,10.0,max-rand,4,48,-164533.572,-32.69116395434605,0.026379506587982177
803,hepar2-5000,50,kg,2,cw,True,3.0,120.0,max-rand,4,48,-164619.609,-32.718438943777485,0.02641265869140625
804,hepar2-5000,500,kg,2,cw,True,7.0,10.0,max-rand,6,288,-164647.094,-32.718046115518426,0.02354229211807251
805,hepar2-5000,5000,kg,2,cw,True,3.0,2.0,max-rand,9,4096,-164600.068,-32.670313349286005,0.02371352910995483
806,hepar2-5000,5000,kg,2,cw,True,3.0,120.0,max-rand,9,4096,-164600.068,-32.670313349286005,0.023323965072631837
807,hepar2-5000,500,kg,2,cw,True,7.0,2.0,max-rand,6,288,-164647.094,-32.718046115518426,0.024353578090667724
808,hepar2-5000,5000,kg,2,cw,True,7.0,10.0,max-rand,9,4096,-164600.068,-32.670313349286005,0.025008292198181153
809,hepar2-5000,5000,kg,2,cw,True,7.0,2.0,max-rand,9,4096,-164600.068,-32.670313349286005,0.022359085083007813
810,hepar2-5000,500,kg,2,cw,True,7.0,120.0,max-rand,6,288,-164647.094,-32.718046115518426,0.02431230068206787
811,hepar2-5000,50000,kg,2,cw,True,7.0,120.0,max-rand,11,36864,-164637.351,-32.671528095407666,0.022277681827545165
812,hepar2-5000,500000,kg,2,cw,True,7.0,2.0,max-rand,15,331776,-164629.039,-32.686476128563044,0.023002150058746337
813,hepar2-5000,50000,kg,2,cw,True,7.0,10.0,max-rand,11,36864,-164637.351,-32.671528095407666,0.022136807441711422
814,hepar2-5000,50000,kg,2,cw,True,3.0,10.0,max-rand,10,18432,-164631.1,-32.67313267207781,0.022503042221069337
815,hepar2-5000,500000,kg,2,cw,True,3.0,2.0,max-rand,15,331776,-164629.039,-32.686476128563044,0.023223845958709716
816,hepar2-5000,500000,kg,2,cw,True,3.0,10.0,max-rand,15,331776,-164629.039,-32.686476128563044,0.023657634258270263
817,hepar2-5000,500000,kg,2,cw,True,7.0,10.0,max-rand,15,331776,-164629.039,-32.686476128563044,0.02272500514984131
818,hepar2-5000,50000,kg,2,cw,True,3.0,2.0,max-rand,10,18432,-164631.1,-32.67313267207781,0.023845055103302003
819,hepar2-5000,500,kg,2,cw,True,3.0,2.0,max-rand,7,384,-164594.747,-32.7052551383032,0.021996610164642338
820,hepar2-5000,500,kg,2,cw,True,3.0,10.0,max-rand,7,384,-164594.747,-32.7052551383032,0.024463210105895996
821,hepar2-5000,50000,kg,2,cw,True,7.0,2.0,max-rand,11,36864,-164637.351,-32.671528095407666,0.025866169929504395
822,hepar2-5000,5000,kg,2,cw,True,7.0,120.0,max-rand,9,4096,-164547.245,-32.680471525142686,0.026206793785095217
823,hepar2-5000,50000,kg,2,cw,True,3.0,120.0,max-rand,10,18432,-164631.1,-32.67313267207781,0.025949606895446776
824,hepar2-5000,500000,kg,2,cw,True,7.0,120.0,max-rand,15,331776,-164629.039,-32.686476128563044,0.025472579002380372
825,hepar2-5000,5000,kg,2,cw,True,3.0,10.0,max-rand,9,4096,-164600.068,-32.670313349286005,0.02490246057510376
826,hepar2-5000,500000,kg,2,cw,True,3.0,120.0,max-rand,15,331776,-164629.039,-32.686476128563044,0.029348673820495604
827,hepar2-5000,500,kg,2,cw,True,3.0,120.0,max-rand,5,128,-164631.556,-32.717962184457456,0.025797059535980223
828,hepar2-5000,50,kg,1,cw,True,7.0,120.0,max-rand,4,48,-164658.297,-32.73033196991764,0.024014573097229003
829,hepar2-5000,5000,kg,1,cw,True,7.0,2.0,max-rand,10,3072,-164628.848,-32.704860424725744,0.029691402912139897
830,hepar2-5000,5000,kg,1,cw,True,7.0,10.0,max-rand,10,3072,-164628.848,-32.704860424725744,0.027809457778930666
831,hepar2-5000,50,kg,1,cw,True,3.0,120.0,max-rand,4,36,-164619.351,-32.72777304119871,0.023594319820404053
832,hepar2-5000,500,kg,1,cw,True,7.0,10.0,max-rand,6,384,-164542.909,-32.69962540144216,0.0254781174659729
833,hepar2-5000,5000,kg,1,cw,True,3.0,120.0,max-rand,10,3072,-164626.384,-32.69703398881093,0.027998738288879395
834,hepar2-5000,5000,kg,1,cw,True,3.0,2.0,max-rand,10,3072,-164628.848,-32.704860424725744,0.029495644569396972
835,hepar2-5000,500,kg,1,cw,True,3.0,2.0,max-rand,6,288,-164559.84,-32.7035955189113,0.021788971424102785
836,hepar2-5000,500,kg,1,cw,True,7.0,120.0,max-rand,6,384,-164564.298,-32.7008468180472,0.019647171497344972
837,hepar2-5000,5000,kg,1,cw,True,7.0,120.0,max-rand,10,3072,-164626.384,-32.69703398881093,0.024690120220184325
838,hepar2-5000,50,kg,1,cw,True,3.0,2.0,max-rand,4,48,-164622.464,-32.73115058352605,0.01952282905578613
839,hepar2-5000,500,kg,1,cw,True,3.0,10.0,max-rand,6,288,-164559.84,-32.7035955189113,0.019493370056152343
840,hepar2-5000,500,kg,1,cw,True,7.0,2.0,max-rand,6,256,-164577.291,-32.70898861035821,0.028289482593536378
841,hepar2-5000,50,kg,1,cw,True,7.0,10.0,max-rand,4,48,-164658.297,-32.73033196991764,0.02507556915283203
842,hepar2-5000,50,kg,1,cw,True,3.0,10.0,max-rand,4,48,-164622.464,-32.73115058352605,0.020625832080841063
843,hepar2-5000,500,kg,1,cw,True,3.0,120.0,max-rand,6,288,-164559.84,-32.7035955189113,0.019842731952667236
844,hepar2-5000,50,kg,1,cw,True,7.0,2.0,max-rand,4,48,-164658.297,-32.73033196991764,0.02027761697769165
845,hepar2-5000,5000,kg,1,cw,True,3.0,10.0,max-rand,10,3072,-164623.187,-32.69818473605142,0.02604611873626709
846,hepar2-5000,50000,kg,1,cw,True,7.0,2.0,max-rand,11,18432,-164652.233,-32.697596410871604,0.028755357265472417
847,hepar2-5000,50000,kg,1,cw,True,7.0,10.0,max-rand,11,18432,-164652.233,-32.697596410871604,0.025559914112091065
848,hepar2-5000,500000,kg,1,cw,True,7.0,10.0,max-rand,15,221184,-164594.74,-32.679454137201844,0.03142348051071167
849,hepar2-5000,500000,kg,1,cw,True,7.0,2.0,max-rand,15,221184,-164594.74,-32.679454137201844,0.024961466789245604
850,hepar2-5000,500000,kg,1,cw,True,3.0,10.0,max-rand,15,221184,-164594.74,-32.679454137201844,0.035131170749664306
851,hepar2-5000,50000,kg,1,cw,True,3.0,2.0,max-rand,11,18432,-164634.75,-32.697906082768235,0.028855738639831544
852,hepar2-5000,500000,kg,1,cw,True,7.0,120.0,max-rand,15,221184,-164594.74,-32.679454137201844,0.024736909866333007
853,hepar2-5000,50000,kg,1,cw,True,3.0,120.0,max-rand,11,18432,-164634.75,-32.697906082768235,0.027292091846466065
854,hepar2-5000,500000,kg,1,cw,True,3.0,120.0,max-rand,15,221184,-164594.74,-32.679454137201844,0.02596667528152466
855,hepar2-5000,50000,kg,1,cw,True,3.0,10.0,max-rand,11,18432,-164634.75,-32.697906082768235,0.02574808120727539
856,hepar2-5000,50000,kg,1,cw,True,7.0,120.0,max-rand,11,18432,-164652.233,-32.697596410871604,0.02524212121963501
857,hepar2-5000,500000,kg,1,cw,True,3.0,2.0,max-rand,15,221184,-164594.74,-32.679454137201844,0.024811084270477297
858,hailfinder-5000,50,kmax,3,cw,True,3.0,120.0,max-rand,2,50,-273143.403,-53.88637334524352,0.0204839825630188
859,hailfinder-5000,5000,kmax,3,cw,True,7.0,2.0,max-rand,5,2673,-252911.706,-49.51683586441178,0.023765461444854735
860,hailfinder-5000,5000,kmax,3,cw,True,3.0,2.0,max-rand,5,2673,-252911.706,-49.51683586441178,0.024324734210968015
861,hailfinder-5000,5000,kmax,3,cw,True,3.0,10.0,max-rand,5,1296,-252822.03,-49.49469228119384,0.02415726661682129
862,hailfinder-5000,5000,kmax,3,cw,True,3.0,120.0,max-rand,6,2916,-252733.574,-49.48537632444945,0.026468369960784912
863,hailfinder-5000,50,kmax,3,cw,True,7.0,10.0,max-rand,2,50,-273090.969,-53.86282746874407,0.022132804393768312
864,hailfinder-5000,5000,kmax,3,cw,True,7.0,10.0,max-rand,5,1296,-252822.03,-49.49469228119384,0.02381208419799805
865,hailfinder-5000,500,kmax,3,cw,True,7.0,2.0,max-rand,3,264,-253018.152,-49.480305932533525,0.02709733009338379
866,hailfinder-5000,5000,kmax,3,cw,True,7.0,120.0,max-rand,6,2916,-252733.574,-49.48537632444945,0.031961488723754886
867,hailfinder-5000,500,kmax,3,cw,True,3.0,120.0,max-rand,4,396,-252604.536,-49.471442705408506,0.025075242519378663
868,hailfinder-5000,500,kmax,3,cw,True,7.0,120.0,max-rand,4,297,-252856.292,-49.466671870136175,0.024138200283050536
869,hailfinder-5000,500,kmax,3,cw,True,7.0,10.0,max-rand,3,462,-252927.449,-49.46446677697883,0.032182960510253905
870,hailfinder-5000,50,kmax,3,cw,True,7.0,2.0,max-rand,2,50,-273113.996,-53.8847694285794,0.022769503593444824
871,hailfinder-5000,50,kmax,3,cw,True,3.0,2.0,max-rand,2,50,-273083.994,-53.88423531208715,0.0197852087020874
872,hailfinder-5000,500,kmax,3,cw,True,3.0,10.0,max-rand,4,324,-252845.786,-49.46746859537406,0.022683773040771484
873,hailfinder-5000,50,kmax,3,cw,True,7.0,120.0,max-rand,2,50,-273090.969,-53.86282746874407,0.03339576721191406
874,hailfinder-5000,500,kmax,3,cw,True,3.0,2.0,max-rand,3,308,-252824.503,-49.46782460795848,0.026884167194366457
875,hailfinder-5000,50,kmax,3,cw,True,3.0,10.0,max-rand,2,50,-273084.148,-53.884267230743056,0.02262834310531616
876,hailfinder-5000,50000,kmax,3,cw,True,7.0,120.0,max-rand,8,26244,-252859.162,-49.48939006980807,0.02507213830947876
877,hailfinder-5000,50000,kmax,3,cw,True,3.0,120.0,max-rand,7,21384,-252623.772,-49.47139103874059,0.030894834995269776
878,hailfinder-5000,50000,kmax,3,cw,True,7.0,2.0,max-rand,8,26244,-252859.162,-49.48939006980807,0.027288355827331544
879,hailfinder-5000,50000,kmax,3,cw,True,3.0,2.0,max-rand,8,26244,-252859.162,-49.48939006980807,0.02891265630722046
880,hailfinder-5000,50000,kmax,3,cw,True,7.0,10.0,max-rand,8,26244,-252859.162,-49.48939006980807,0.028959946632385256
881,hailfinder-5000,50,kmax,2,cw,True,3.0,120.0,max-rand,2,50,-273114.261,-53.884877114225496,0.018859457969665528
882,hailfinder-5000,500,kmax,2,cw,True,7.0,10.0,max-rand,3,264,-252940.186,-49.48263455794153,0.024496183395385743
883,hailfinder-5000,500000,kmax,3,cw,True,7.0,2.0,max-rand,9,331776,-252741.463,-49.45428814374265,0.021615819931030275
884,hailfinder-5000,50,kmax,2,cw,True,3.0,10.0,max-rand,2,50,-273032.633,-53.87573209420772,0.02119741678237915
885,hailfinder-5000,500000,kmax,3,cw,True,7.0,10.0,max-rand,9,331776,-252741.463,-49.45428814374265,0.0263911771774292
886,hailfinder-5000,50,kmax,2,cw,True,7.0,120.0,max-rand,2,50,-273057.334,-53.86111164261181,0.022033581733703612
887,hailfinder-5000,500,kmax,2,cw,True,7.0,2.0,max-rand,3,264,-253018.152,-49.480305932533525,0.02460002899169922
888,hailfinder-5000,50,kmax,2,cw,True,7.0,10.0,max-rand,2,50,-273057.052,-53.86105537598438,0.022007663249969483
889,hailfinder-5000,500000,kmax,3,cw,True,7.0,120.0,max-rand,9,331776,-252741.463,-49.45428814374265,0.027306604385375976
890,hailfinder-5000,500000,kmax,3,cw,True,3.0,2.0,max-rand,9,331776,-252741.463,-49.45428814374265,0.024375648498535157
891,hailfinder-5000,500,kmax,2,cw,True,3.0,120.0,max-rand,4,324,-252703.907,-49.4674743539943,0.02556992053985596
892,hailfinder-5000,500000,kmax,3,cw,True,3.0,10.0,max-rand,9,331776,-252741.463,-49.45428814374265,0.024039864540100098
893,hailfinder-5000,500,kmax,2,cw,True,7.0,120.0,max-rand,3,462,-252927.449,-49.46446677697883,0.025804119110107424
894,hailfinder-5000,50,kmax,2,cw,True,7.0,2.0,max-rand,2,50,-273120.415,-53.88434799282026,0.023993515968322755
895,hailfinder-5000,50,kmax,2,cw,True,3.0,2.0,max-rand,2,50,-273032.633,-53.87573256930656,0.0213724422454834
896,hailfinder-5000,500,kmax,2,cw,True,3.0,2.0,max-rand,4,462,-252598.528,-49.472388068716185,0.02530817747116089
897,hailfinder-5000,50000,kmax,3,cw,True,3.0,10.0,max-rand,8,26244,-252859.162,-49.48939006980807,0.02851679801940918
898,hailfinder-5000,500000,kmax,3,cw,True,3.0,120.0,max-rand,9,331776,-252741.463,-49.45428814374265,0.02001448154449463
899,hailfinder-5000,500000,kmax,2,cw,True,3.0,2.0,max-rand,9,186624,-252767.213,-49.46929077589472,0.035470635890960694
900,hailfinder-5000,5000,kmax,2,cw,True,7.0,2.0,max-rand,4,2541,-252684.818,-49.498420477323144,0.02513965129852295
901,hailfinder-5000,5000,kmax,2,cw,True,7.0,120.0,max-rand,4,2904,-252558.756,-49.44934655163893,0.02731004238128662
902,hailfinder-5000,500000,kmax,2,cw,True,7.0,120.0,max-rand,9,186624,-252767.213,-49.46929077589472,0.03503435611724853
903,hailfinder-5000,5000,kmax,2,cw,True,3.0,10.0,max-rand,4,2178,-252734.292,-49.47162565195014,0.028168330192565916
904,hailfinder-5000,500000,kmax,2,cw,True,7.0,2.0,max-rand,9,186624,-252767.213,-49.46929077589472,0.024057607650756836
905,hailfinder-5000,50000,kmax,2,cw,True,7.0,120.0,max-rand,8,26244,-252858.329,-49.48877698424171,0.038548743724823
906,hailfinder-5000,5000,kmax,2,cw,True,3.0,120.0,max-rand,4,2904,-252558.756,-49.44934655163893,0.02483757257461548
907,hailfinder-5000,50000,kmax,2,cw,True,3.0,2.0,max-rand,8,26244,-252858.329,-49.48877698424171,0.02559757947921753
908,hailfinder-5000,5000,kmax,2,cw,True,3.0,2.0,max-rand,4,1452,-252400.249,-49.412948555482686,0.02587811231613159
909,hailfinder-5000,500,kmax,2,cw,True,3.0,10.0,max-rand,4,396,-252845.835,-49.46747870016172,0.02438833475112915
910,hailfinder-5000,50000,kmax,2,cw,True,3.0,10.0,max-rand,8,26244,-252858.329,-49.48877698424171,0.025428779125213623
911,hailfinder-5000,5000,kmax,2,cw,True,7.0,10.0,max-rand,4,2178,-252734.292,-49.47162565195014,0.02580341100692749
912,hailfinder-5000,500000,kmax,2,cw,True,7.0,10.0,max-rand,9,186624,-252767.213,-49.46929077589472,0.028042833805084228
913,hailfinder-5000,50000,kmax,2,cw,True,7.0,10.0,max-rand,8,26244,-252858.329,-49.48877698424171,0.02981034278869629
914,hailfinder-5000,50000,kmax,2,cw,True,3.0,120.0,max-rand,7,32076,-252616.509,-49.471639996364374,0.02727351665496826
915,hailfinder-5000,50000,kmax,2,cw,True,7.0,2.0,max-rand,8,26244,-252858.329,-49.48877698424171,0.023647224903106688
916,hailfinder-5000,50,kmax,1,cw,True,3.0,10.0,max-rand,2,50,-273084.058,-53.88424971220448,0.022951548099517823
917,hailfinder-5000,500000,kmax,2,cw,True,3.0,120.0,max-rand,9,186624,-252767.213,-49.46929077589472,0.026945538520812988
918,hailfinder-5000,50,kmax,1,cw,True,7.0,2.0,max-rand,2,50,-273114.041,-53.884780383129176,0.022127063274383543
919,hailfinder-5000,500,kmax,1,cw,True,7.0,120.0,max-rand,4,256,-252855.349,-49.466985582563936,0.02434805393218994
920,hailfinder-5000,500000,kmax,2,cw,True,3.0,10.0,max-rand,9,186624,-252767.213,-49.46929077589472,0.02526139497756958
921,hailfinder-5000,50,kmax,1,cw,True,3.0,120.0,max-rand,2,50,-273081.12,-53.884970821000216,0.021791205406188965
922,hailfinder-5000,500,kmax,1,cw,True,7.0,2.0,max-rand,3,264,-253018.152,-49.480305932533525,0.02868977069854736
923,hailfinder-5000,50,kmax,1,cw,True,7.0,10.0,max-rand,2,50,-273114.137,-53.88479941876849,0.02387378454208374
924,hailfinder-5000,50,kmax,1,cw,True,3.0,2.0,max-rand,2,50,-273077.62,-53.88466719815078,0.023015701770782472
925,hailfinder-5000,500,kmax,1,cw,True,7.0,10.0,max-rand,3,462,-252868.436,-49.46788843475522,0.02497067451477051
926,hailfinder-5000,50,kmax,1,cw,True,7.0,120.0,max-rand,2,50,-273113.989,-53.88477101364894,0.02076906681060791
927,hailfinder-5000,500,kmax,1,cw,True,3.0,10.0,max-rand,4,324,-252832.598,-49.45810279082728,0.03217620372772217
928,hailfinder-5000,5000,kmax,1,cw,True,3.0,2.0,max-rand,4,2178,-252809.638,-49.477040521149114,0.03242091178894043
929,hailfinder-5000,5000,kmax,1,cw,True,7.0,2.0,max-rand,5,2376,-252531.846,-49.434307172890826,0.031035850048065184
930,hailfinder-5000,50000,kmax,1,cw,True,3.0,2.0,max-rand,8,42768,-252741.793,-49.49281449786086,0.026065135002136232
931,hailfinder-5000,500,kmax,1,cw,True,3.0,120.0,max-rand,4,396,-252597.216,-49.47218107227144,0.025747466087341308
932,hailfinder-5000,5000,kmax,1,cw,True,3.0,10.0,max-rand,4,2772,-252686.11,-49.479991975799656,0.02355226755142212
933,hailfinder-5000,5000,kmax,1,cw,True,7.0,10.0,max-rand,4,2772,-252686.11,-49.479991975799656,0.023161354064941405
934,hailfinder-5000,50000,kmax,1,cw,True,7.0,2.0,max-rand,8,26244,-252858.329,-49.488776999027046,0.02539461612701416
935,hailfinder-5000,50000,kmax,1,cw,True,7.0,10.0,max-rand,8,26244,-252858.329,-49.488776999027046,0.024604647159576415
936,hailfinder-5000,50000,kmax,1,cw,True,7.0,120.0,max-rand,8,26244,-252858.329,-49.488776999027046,0.022744576930999755
937,hailfinder-5000,5000,kmax,1,cw,True,7.0,120.0,max-rand,5,3960,-252673.446,-49.48020723386984,0.02774680614471435
938,hailfinder-5000,500,kmax,1,cw,True,3.0,2.0,max-rand,4,324,-252837.946,-49.46754590786953,0.027694811820983888
939,hailfinder-5000,5000,kmax,1,cw,True,3.0,120.0,max-rand,5,3564,-252613.492,-49.471529638668315,0.02549537181854248
940,hailfinder-5000,500000,kmax,1,cw,True,7.0,10.0,max-rand,9,498960,-252858.329,-49.48877698424171,0.04871133089065552
941,hailfinder-5000,50,kmax,3,tw,True,7.0,10.0,max-rand,2,48,-273324.864,-53.95502045323521,0.020857377052307127
942,hailfinder-5000,50,kmax,3,tw,True,7.0,2.0,max-rand,2,50,-272991.228,-53.86062000685736,0.028215763568878175
943,hailfinder-5000,50,kmax,3,tw,True,3.0,2.0,max-rand,5,1188,-253218.212,-49.68145273238102,0.0261645770072937
944,hailfinder-5000,500000,kmax,1,cw,True,7.0,2.0,max-rand,9,498960,-252858.329,-49.48877698424171,0.05688355445861817
945,hailfinder-5000,50000,kmax,1,cw,True,3.0,10.0,max-rand,8,42768,-252740.205,-49.49249590870458,0.03220749139785767
946,hailfinder-5000,50,kmax,3,tw,True,3.0,10.0,max-rand,5,1188,-253218.212,-49.68145273238102,0.025805602073669432
947,hailfinder-5000,500000,kmax,1,cw,True,3.0,120.0,max-rand,9,498960,-252858.329,-49.48877698424171,0.04097651243209839
948,hailfinder-5000,50000,kmax,1,cw,True,3.0,120.0,max-rand,6,16038,-252624.912,-49.47206587593162,0.024751176834106447
949,hailfinder-5000,500,kmax,3,tw,True,7.0,120.0,max-rand,3,297,-252882.098,-49.50377374236487,0.02537791728973389
950,hailfinder-5000,50,kmax,3,tw,True,7.0,120.0,max-rand,2,50,-272883.64,-53.822326218696006,0.034119086265563967
951,hailfinder-5000,500000,kmax,1,cw,True,7.0,120.0,max-rand,9,498960,-252858.329,-49.48877698424171,0.04033895492553711
952,hailfinder-5000,50,kmax,3,tw,True,3.0,120.0,max-rand,5,1188,-253218.212,-49.68145273238102,0.03147252321243286
953,hailfinder-5000,500000,kmax,1,cw,True,3.0,10.0,max-rand,9,498960,-252858.329,-49.48877698424171,0.05056912660598755
954,hailfinder-5000,500,kmax,3,tw,True,7.0,2.0,max-rand,3,256,-253212.989,-49.61607579314212,0.0268124794960022
955,hailfinder-5000,500000,kmax,1,cw,True,3.0,2.0,max-rand,9,498960,-252858.329,-49.48877698424171,0.049804277420043945
956,hailfinder-5000,500,kmax,3,tw,True,7.0,10.0,max-rand,3,363,-254863.125,-49.98042607229533,0.02516834974288941
957,hailfinder-5000,500,kmax,3,tw,True,3.0,2.0,max-rand,4,396,-252441.549,-49.44552274995452,0.0319279932975769
958,hailfinder-5000,5000,kmax,3,tw,True,7.0,10.0,max-rand,5,1452,-252379.061,-49.41157094213565,0.03391826391220093
959,hailfinder-5000,50000,kmax,3,tw,True,7.0,10.0,max-rand,5,1188,-252437.552,-49.411393180299854,0.025788962841033936
960,hailfinder-5000,50000,kmax,3,tw,True,3.0,10.0,max-rand,6,1944,-252368.27,-49.41166697568091,0.028632495403289795
961,hailfinder-5000,500000,kmax,3,tw,True,3.0,10.0,max-rand,5,1188,-252437.552,-49.411393180299854,0.027270121574401857
962,hailfinder-5000,500000,kmax,3,tw,True,3.0,2.0,max-rand,5,1188,-252437.552,-49.411393180299854,0.029107880592346192
963,hailfinder-5000,5000,kmax,3,tw,True,7.0,2.0,max-rand,5,972,-252381.65,-49.41434291826135,0.026079709529876708
964,hailfinder-5000,50000,kmax,3,tw,True,7.0,120.0,max-rand,5,1188,-252437.552,-49.411393180299854,0.026751961708068848
965,hailfinder-5000,50000,kmax,3,tw,True,3.0,120.0,max-rand,6,1944,-252368.27,-49.41166697568091,0.035330784320831296
966,hailfinder-5000,500000,kmax,3,tw,True,3.0,120.0,max-rand,5,1188,-252437.552,-49.411393180299854,0.028494081497192385
967,hailfinder-5000,500000,kmax,3,tw,True,7.0,10.0,max-rand,5,1188,-252437.552,-49.411393180299854,0.035244808197021485
968,hailfinder-5000,500000,kmax,3,tw,True,7.0,2.0,max-rand,5,1188,-252437.552,-49.411393180299854,0.02887722969055176
