index,instance,width_bound,heuristic,random_seed,start_heur_widthmode,slim_applied,slim_autobudget_offset,slim_sat_timeout,slim_bag_traversal,tw,msss,score,log_likelihood,reasoning_time
2887,mildew-5000,5000,kmax,2,cw,True,7.0,10.0,max,3,4480,-262638.071,-48.76825478114104,0.03187823534011841
2888,mildew-5000,5000,kmax,2,cw,True,7.0,2.0,max,3,4480,-262639.469,-48.74772611386154,0.03058208703994751
2889,mildew-5000,5000,kmax,2,cw,True,3.0,5.0,max,3,4480,-262639.469,-48.74772611386154,0.03433027982711792
2890,mildew-5000,5000,kmax,2,cw,True,3.0,2.0,max,3,4480,-262639.469,-48.74772611386154,0.02630627393722534
2891,mildew-5000,5000,kmax,2,cw,True,3.0,10.0,max,3,4480,-262638.071,-48.76825478114104,0.03121856927871704
2892,mildew-5000,5000,kmax,2,cw,True,3.0,10.0,max-rand,3,4480,-262638.071,-48.76825478114104,0.026608428955078124
2893,mildew-5000,5000,kmax,2,cw,True,3.0,5.0,max-rand,3,4480,-262638.071,-48.76825478114104,0.027987160682678223
2894,mildew-5000,5000,kmax,2,cw,True,3.0,2.0,max-rand,3,4480,-262638.071,-48.76825478114104,0.027225184440612792
2895,mildew-5000,50000,kmax,2,cw,True,7.0,5.0,max,4,25088,-262638.071,-48.76825478114104,0.029468414783477784
2896,mildew-5000,50000,kmax,2,cw,True,7.0,2.0,max-rand,4,25088,-262638.071,-48.76825478114104,0.024322478771209716
2897,mildew-5000,50000,kmax,2,cw,True,7.0,2.0,max,4,25088,-262638.071,-48.76825478114104,0.027040064334869385
2898,mildew-5000,50000,kmax,2,cw,True,7.0,5.0,max-rand,4,25088,-262638.071,-48.76825478114104,0.026992471218109132
2899,mildew-5000,50000,kmax,2,cw,True,3.0,5.0,max-rand,4,25088,-262638.071,-48.76825478114104,0.02800619125366211
2900,mildew-5000,50000,kmax,2,cw,True,7.0,10.0,max,4,25088,-262638.071,-48.76825478114104,0.03141097545623779
2901,mildew-5000,50000,kmax,2,cw,True,3.0,5.0,max,4,25088,-262638.071,-48.76825478114104,0.025596787929534914
2902,mildew-5000,50000,kmax,2,cw,True,7.0,10.0,max-rand,4,25088,-262638.071,-48.76825478114104,0.027719991207122804
2903,mildew-5000,50000,kmax,2,cw,True,3.0,2.0,max-rand,4,25088,-262638.071,-48.76825478114104,0.02561100959777832
2904,mildew-5000,50000,kmax,2,cw,True,3.0,2.0,max,4,25088,-262638.071,-48.76825478114104,0.028747870922088622
2905,mildew-5000,500000,kmax,2,cw,True,7.0,5.0,max,5,53760,-262638.071,-48.76825478114104,0.028153584003448487
2906,mildew-5000,50000,kmax,2,cw,True,3.0,10.0,max,4,25088,-262638.071,-48.76825478114104,0.026771981716156006
2907,mildew-5000,50000,kmax,2,cw,True,3.0,10.0,max-rand,4,25088,-262638.071,-48.76825478114104,0.02486732244491577
2908,mildew-5000,500000,kmax,2,cw,True,7.0,10.0,max-rand,5,53760,-262638.071,-48.76825478114104,0.02379280090332031
2909,mildew-5000,500000,kmax,2,cw,True,7.0,10.0,max,5,53760,-262638.071,-48.76825478114104,0.02461057186126709
2910,mildew-5000,500000,kmax,2,cw,True,7.0,2.0,max,5,53760,-262638.071,-48.76825478114104,0.02663527488708496
2911,mildew-5000,500000,kmax,2,cw,True,7.0,2.0,max-rand,5,53760,-262638.071,-48.76825478114104,0.026881980895996093
2912,mildew-5000,500000,kmax,2,cw,True,7.0,5.0,max-rand,5,53760,-262638.071,-48.76825478114104,0.025978012084960936
2913,mildew-5000,500000,kmax,2,cw,True,3.0,5.0,max,5,53760,-262638.071,-48.76825478114104,0.0265700888633728
2914,mildew-5000,500000,kmax,2,cw,True,3.0,5.0,max-rand,5,53760,-262638.071,-48.76825478114104,0.025791633129119872
2915,mildew-5000,500000,kmax,2,cw,True,3.0,10.0,max,5,53760,-262638.071,-48.76825478114104,0.026522538661956783
2916,mildew-5000,500000,kmax,2,cw,True,3.0,2.0,max-rand,5,53760,-262638.071,-48.76825478114104,0.025188472270965576
2917,mildew-5000,500000,kmax,2,cw,True,3.0,2.0,max,5,53760,-262638.071,-48.76825478114104,0.025234730243682862
2918,water-5000,50,kmax,1,cw,True,7.0,2.0,max,2,48,-65865.813,-12.946465970499538,0.012694017887115478
2919,mildew-5000,500000,kmax,2,cw,True,3.0,10.0,max-rand,5,53760,-262638.071,-48.76825478114104,0.028980536460876463
2920,water-5000,50,kmax,1,cw,True,7.0,5.0,max-rand,2,48,-65865.813,-12.946550737922172,0.015613434314727784
2921,water-5000,50,kmax,1,cw,True,7.0,5.0,max,2,48,-65865.813,-12.946465970499538,0.013791744709014892
2922,water-5000,50,kmax,1,cw,True,7.0,2.0,max-rand,2,48,-65865.813,-12.946550737922172,0.015571653842926024
2923,water-5000,50,kmax,1,cw,True,7.0,10.0,max,2,48,-65865.813,-12.946465970499538,0.013197932243347168
2924,water-5000,50,kmax,1,cw,True,3.0,5.0,max-rand,2,48,-65865.813,-12.94633298172744,0.012999308109283448
2925,water-5000,50,kmax,1,cw,True,3.0,5.0,max,2,48,-65865.813,-12.946466225974426,0.025673558712005617
2926,water-5000,50,kmax,1,cw,True,7.0,10.0,max-rand,2,48,-65865.813,-12.94653477718106,0.014842031002044676
2927,water-5000,50,kmax,1,cw,True,3.0,2.0,max,2,48,-65865.813,-12.946466225974426,0.01563504695892334
2928,water-5000,50,kmax,1,cw,True,3.0,2.0,max-rand,2,48,-65865.813,-12.94633298172744,0.014810419082641602
2929,water-5000,50,kmax,1,cw,True,3.0,10.0,max-rand,2,48,-65865.813,-12.94633298172744,0.015008914470672608
2930,water-5000,50,kmax,1,cw,True,3.0,10.0,max,2,48,-65865.813,-12.946466225974426,0.015008578300476074
2931,water-5000,500,kmax,1,cw,True,7.0,5.0,max-rand,3,256,-65865.813,-12.946465967622514,0.01396637201309204
2932,water-5000,500,kmax,1,cw,True,7.0,5.0,max,3,192,-65865.813,-12.9466666872679,0.010656869411468506
2933,water-5000,500,kmax,1,cw,True,7.0,2.0,max-rand,3,256,-65865.813,-12.946465967622514,0.014708173274993895
2934,water-5000,500,kmax,1,cw,True,7.0,2.0,max,3,192,-65865.813,-12.9466666872679,0.014753601551055907
2935,water-5000,500,kmax,1,cw,True,7.0,10.0,max,3,192,-65865.813,-12.9466666872679,0.0160849404335022
2936,water-5000,500,kmax,1,cw,True,3.0,2.0,max,3,192,-65865.813,-12.946465970499538,0.013860564231872558
2937,water-5000,500,kmax,1,cw,True,3.0,5.0,max-rand,3,192,-65865.813,-12.9466666872679,0.01328812837600708
2938,water-5000,500,kmax,1,cw,True,3.0,5.0,max,3,192,-65865.813,-12.946465970499538,0.016007583141326904
2939,water-5000,500,kmax,1,cw,True,3.0,2.0,max-rand,3,192,-65865.813,-12.9466666872679,0.012868425846099853
2940,water-5000,500,kmax,1,cw,True,7.0,10.0,max-rand,3,256,-65865.813,-12.946465967622514,0.016815357208251953
2941,water-5000,500,kmax,1,cw,True,3.0,10.0,max,3,192,-65865.813,-12.946465970499538,0.013516700267791748
2942,water-5000,500,kmax,1,cw,True,3.0,10.0,max-rand,3,192,-65865.813,-12.9466666872679,0.01374657392501831
2943,water-5000,5000,kmax,1,cw,True,7.0,5.0,max,6,2187,-65865.813,-12.9466666872679,0.01484576940536499
2944,water-5000,5000,kmax,1,cw,True,7.0,2.0,max-rand,6,2187,-65865.813,-12.9466666872679,0.013193025588989256
2945,water-5000,5000,kmax,1,cw,True,7.0,2.0,max,6,2187,-65865.813,-12.9466666872679,0.014311821460723876
2946,water-5000,5000,kmax,1,cw,True,7.0,5.0,max-rand,6,2187,-65865.813,-12.9466666872679,0.013754734992980956
2947,water-5000,5000,kmax,1,cw,True,3.0,5.0,max,6,2187,-65865.813,-12.9466666872679,0.013935163021087646
2948,water-5000,5000,kmax,1,cw,True,3.0,5.0,max-rand,6,2187,-65865.813,-12.9466666872679,0.013778848648071287
2949,water-5000,5000,kmax,1,cw,True,7.0,10.0,max,6,2187,-65865.813,-12.9466666872679,0.013999829292297363
2950,water-5000,5000,kmax,1,cw,True,7.0,10.0,max-rand,6,2187,-65865.813,-12.9466666872679,0.013485147953033448
2951,water-5000,5000,kmax,1,cw,True,3.0,2.0,max,6,2187,-65865.813,-12.9466666872679,0.015812933444976807
2952,water-5000,5000,kmax,1,cw,True,3.0,2.0,max-rand,6,2187,-65865.813,-12.9466666872679,0.014049563407897947
2953,water-5000,5000,kmax,1,cw,True,3.0,10.0,max-rand,6,2187,-65865.813,-12.9466666872679,0.01505629301071167
2954,water-5000,50000,kmax,1,cw,True,7.0,5.0,max,8,34992,-65865.813,-12.946465967622514,0.016118204593658446
2955,water-5000,5000,kmax,1,cw,True,3.0,10.0,max,6,2187,-65865.813,-12.9466666872679,0.013918802738189698
2956,water-5000,50000,kmax,1,cw,True,7.0,10.0,max,8,34992,-65865.813,-12.946465967622514,0.012491095066070556
2957,water-5000,50000,kmax,1,cw,True,7.0,10.0,max-rand,8,46656,-65865.813,-12.946334057535678,0.012607049942016602
2958,water-5000,50000,kmax,1,cw,True,7.0,5.0,max-rand,8,46656,-65865.813,-12.946334057535678,0.023897006511688232
2959,water-5000,50000,kmax,1,cw,True,7.0,2.0,max,8,34992,-65865.813,-12.946465967622514,0.01470017433166504
2960,water-5000,50000,kmax,1,cw,True,7.0,2.0,max-rand,8,46656,-65865.813,-12.946334057535678,0.015017619132995604
2961,water-5000,50000,kmax,1,cw,True,3.0,5.0,max,8,26244,-65865.813,-12.94653477718106,0.015548114776611327
2962,water-5000,50000,kmax,1,cw,True,3.0,10.0,max,8,26244,-65865.813,-12.94653477718106,0.015237641334533692
2963,water-5000,50000,kmax,1,cw,True,3.0,2.0,max,8,26244,-65865.813,-12.94653477718106,0.015558435916900634
2964,water-5000,50000,kmax,1,cw,True,3.0,2.0,max-rand,8,26244,-65865.813,-12.946533698495712,0.0160664701461792
2965,water-5000,50000,kmax,1,cw,True,3.0,5.0,max-rand,8,26244,-65865.813,-12.946533698495712,0.01200714349746704
2966,water-5000,500000,kmax,1,cw,True,7.0,5.0,max-rand,9,442368,-65865.813,-12.946465970159297,0.013010616302490235
2967,water-5000,500000,kmax,1,cw,True,7.0,10.0,max,9,442368,-65865.813,-12.946465970159297,0.013345623016357422
2968,water-5000,500000,kmax,1,cw,True,7.0,2.0,max-rand,9,442368,-65865.813,-12.946465970159297,0.013308272361755372
2969,water-5000,500000,kmax,1,cw,True,7.0,5.0,max,9,442368,-65865.813,-12.946465970159297,0.013469488620758056
2970,water-5000,500000,kmax,1,cw,True,7.0,2.0,max,9,442368,-65865.813,-12.946465970159297,0.013532123565673827
2971,water-5000,50000,kmax,1,cw,True,3.0,10.0,max-rand,8,26244,-65865.813,-12.946533698495712,0.015070180892944336
2972,water-5000,500000,kmax,1,cw,True,7.0,10.0,max-rand,9,442368,-65865.813,-12.946465970159297,0.013250153064727785
2973,water-5000,500000,kmax,1,cw,True,3.0,5.0,max-rand,9,442368,-65865.813,-12.946465970159297,0.014816999435424805
2974,water-5000,500000,kmax,1,cw,True,3.0,5.0,max,9,442368,-65865.813,-12.946465970159297,0.014802484512329102
2975,water-5000,500000,kmax,1,cw,True,3.0,2.0,max-rand,9,442368,-65865.813,-12.946465970159297,0.012639274597167969
2976,water-5000,500000,kmax,1,cw,True,3.0,2.0,max,9,442368,-65865.813,-12.946465970159297,0.014310221672058103
2977,water-5000,500000,kmax,1,cw,True,3.0,10.0,max-rand,9,442368,-65865.813,-12.946465970159297,0.01609994173049927
2978,water-5000,500000,kmax,1,cw,True,3.0,10.0,max,9,442368,-65865.813,-12.946465970159297,0.016175661087036133
2979,survey-5000,50,kmax,1,cw,True,7.0,5.0,max,4,48,-19710.916,-3.931762627574588,0.007670221328735352
2980,survey-5000,500,kmax,1,cw,True,7.0,10.0,max,5,144,-19710.916,-3.931762627574588,0.008316106796264648
2981,survey-5000,500,kmax,1,cw,True,3.0,10.0,max-rand,5,144,-19710.916,-3.931762627574588,0.008133158683776856
2982,survey-5000,5000,kmax,1,cw,True,3.0,5.0,max-rand,5,144,-19710.916,-3.931762627574588,0.007922914028167725
2983,survey-5000,5000,kmax,1,cw,True,3.0,5.0,max,5,144,-19710.916,-3.931762627574588,0.008770651817321777
2984,survey-5000,5000,kmax,1,cw,True,7.0,10.0,max,5,144,-19710.916,-3.931762627574588,0.008382227420806885
2985,survey-5000,5000,kmax,1,cw,True,3.0,10.0,max-rand,5,144,-19710.916,-3.931762627574588,0.008730828762054443
2986,survey-5000,50000,kmax,1,cw,True,7.0,2.0,max,5,144,-19710.916,-3.931762627574588,0.008507533073425293
2987,survey-5000,50000,kmax,1,cw,True,3.0,10.0,max,5,144,-19710.916,-3.931762627574588,0.009432213306427002
2988,survey-5000,500000,kmax,1,cw,True,7.0,10.0,max-rand,5,144,-19710.916,-3.931762627574588,0.008451337814331055
2989,sachs-5000,50,kmax,1,cw,True,7.0,5.0,max,2,27,-36539.802,-7.199691845288381,0.009534058570861816
2990,sachs-5000,50,kmax,1,cw,True,7.0,2.0,max-rand,2,27,-36539.802,-7.199691845288381,0.010425331592559817
2991,sachs-5000,50,kmax,1,cw,True,7.0,2.0,max,2,27,-36539.802,-7.199691845288381,0.009486303329467774
2992,sachs-5000,50,kmax,1,cw,True,7.0,5.0,max-rand,2,27,-36539.802,-7.199691845288381,0.010333149433135989
2993,sachs-5000,50,kmax,1,cw,True,7.0,10.0,max-rand,2,27,-36539.802,-7.199691845288381,0.009842627048492432
2994,sachs-5000,50,kmax,1,cw,True,7.0,10.0,max,2,27,-36539.802,-7.199691845288381,0.007854015827178954
2995,sachs-5000,50,kmax,1,cw,True,3.0,2.0,max-rand,2,27,-36539.802,-7.199691944871463,0.009912056922912598
2996,sachs-5000,50,kmax,1,cw,True,3.0,5.0,max-rand,2,27,-36539.802,-7.199691944871463,0.0107403826713562
2997,sachs-5000,50,kmax,1,cw,True,3.0,2.0,max,2,27,-36539.802,-7.199691944871463,0.00877310276031494
2998,sachs-5000,50,kmax,1,cw,True,3.0,5.0,max,2,27,-36539.802,-7.199691944871463,0.010482165813446045
2999,sachs-5000,50,kmax,1,cw,True,3.0,10.0,max-rand,2,27,-36539.802,-7.199691944871463,0.029084668159484864
3000,sachs-5000,50,kmax,1,cw,True,3.0,10.0,max,2,27,-36539.802,-7.199691944871463,0.010147576332092284
3001,sachs-5000,500,kmax,1,cw,True,7.0,5.0,max,4,243,-36511.41,-7.1625360002157334,0.011161348819732663
3002,sachs-5000,500,kmax,1,cw,True,7.0,5.0,max-rand,4,243,-36511.41,-7.1625360002157334,0.011470487117767334
3003,sachs-5000,500,kmax,1,cw,True,7.0,2.0,max,4,243,-36511.41,-7.1625360002157334,0.011691563129425047
3004,sachs-5000,500,kmax,1,cw,True,7.0,10.0,max,4,243,-36511.41,-7.1625360002157334,0.010345773696899414
3005,sachs-5000,500,kmax,1,cw,True,7.0,10.0,max-rand,4,243,-36511.41,-7.1625360002157334,0.010214097499847412
3006,sachs-5000,500,kmax,1,cw,True,3.0,5.0,max-rand,4,243,-36511.41,-7.1625360002157334,0.009985074996948244
3007,sachs-5000,500,kmax,1,cw,True,3.0,5.0,max,4,243,-36511.41,-7.1625360002157334,0.009627645015716552
3008,sachs-5000,500,kmax,1,cw,True,7.0,2.0,max-rand,4,243,-36511.41,-7.1625360002157334,0.009583759307861327
3009,sachs-5000,500,kmax,1,cw,True,3.0,2.0,max,4,243,-36511.41,-7.1625360002157334,0.011658930778503418
3010,sachs-5000,500,kmax,1,cw,True,3.0,10.0,max,4,243,-36511.41,-7.1625360002157334,0.01074711322784424
3011,sachs-5000,500,kmax,1,cw,True,3.0,2.0,max-rand,4,243,-36511.41,-7.1625360002157334,0.010683400630950928
3012,sachs-5000,500,kmax,1,cw,True,3.0,10.0,max-rand,4,243,-36511.41,-7.1625360002157334,0.009294333457946778
3013,sachs-5000,5000,kmax,1,cw,True,7.0,5.0,max-rand,6,2187,-36511.41,-7.162535736155533,0.011482574939727784
3014,sachs-5000,5000,kmax,1,cw,True,7.0,5.0,max,6,2187,-36511.41,-7.162535736155533,0.010831537246704102
3015,sachs-5000,5000,kmax,1,cw,True,7.0,2.0,max-rand,6,2187,-36511.41,-7.162535736155533,0.009997029304504397
3016,sachs-5000,5000,kmax,1,cw,True,7.0,2.0,max,6,2187,-36511.41,-7.162535736155533,0.01007776975631714
3017,sachs-5000,5000,kmax,1,cw,True,7.0,10.0,max-rand,6,2187,-36511.41,-7.162535736155533,0.00953249216079712
3018,sachs-5000,5000,kmax,1,cw,True,7.0,10.0,max,6,2187,-36511.41,-7.162535736155533,0.00984654426574707
3019,sachs-5000,5000,kmax,1,cw,True,3.0,5.0,max,6,2187,-36511.41,-7.162535736155533,0.011735930442810058
3020,sachs-5000,5000,kmax,1,cw,True,3.0,2.0,max,6,2187,-36511.41,-7.162535736155533,0.009581575393676758
3021,sachs-5000,5000,kmax,1,cw,True,3.0,10.0,max,6,2187,-36511.41,-7.162535736155533,0.010329489707946777
3022,sachs-5000,5000,kmax,1,cw,True,3.0,5.0,max-rand,6,2187,-36511.41,-7.162535736155533,0.011017005443572998
3023,sachs-5000,5000,kmax,1,cw,True,3.0,2.0,max-rand,6,2187,-36511.41,-7.162535736155533,0.008783829212188721
3024,sachs-5000,50000,kmax,1,cw,True,7.0,2.0,max,8,19683,-36511.41,-7.1625360002157334,0.010610055923461916
3025,sachs-5000,50000,kmax,1,cw,True,7.0,5.0,max,8,19683,-36511.41,-7.1625360002157334,0.009936773777008056
3026,sachs-5000,50000,kmax,1,cw,True,7.0,5.0,max-rand,8,19683,-36511.41,-7.1625360002157334,0.010040814876556396
3027,sachs-5000,5000,kmax,1,cw,True,3.0,10.0,max-rand,6,2187,-36511.41,-7.162535736155533,0.012030723094940186
3028,sachs-5000,50000,kmax,1,cw,True,7.0,2.0,max-rand,8,19683,-36511.41,-7.1625360002157334,0.010056629180908204
3029,sachs-5000,50000,kmax,1,cw,True,3.0,5.0,max,8,19683,-36511.41,-7.1625360002157334,0.010653159618377685
3030,sachs-5000,50000,kmax,1,cw,True,7.0,10.0,max-rand,8,19683,-36511.41,-7.1625360002157334,0.010166003704071044
3031,sachs-5000,50000,kmax,1,cw,True,7.0,10.0,max,8,19683,-36511.41,-7.1625360002157334,0.011339941024780274
3032,sachs-5000,50000,kmax,1,cw,True,3.0,5.0,max-rand,8,19683,-36511.41,-7.1625360002157334,0.010733685493469236
3033,sachs-5000,50000,kmax,1,cw,True,3.0,10.0,max-rand,8,19683,-36511.41,-7.1625360002157334,0.009829096794128418
3034,sachs-5000,500000,kmax,1,cw,True,7.0,5.0,max,10,177147,-36511.41,-7.1625360002157334,0.019927921295166014
3035,sachs-5000,50000,kmax,1,cw,True,3.0,10.0,max,8,19683,-36511.41,-7.1625360002157334,0.011425840854644776
3036,sachs-5000,50000,kmax,1,cw,True,3.0,2.0,max,8,19683,-36511.41,-7.1625360002157334,0.011390514373779297
3037,sachs-5000,50000,kmax,1,cw,True,3.0,2.0,max-rand,8,19683,-36511.41,-7.1625360002157334,0.011174700260162353
3038,sachs-5000,500000,kmax,1,cw,True,7.0,5.0,max-rand,10,177147,-36511.41,-7.1625360002157334,0.011405377388000487
3039,sachs-5000,500000,kmax,1,cw,True,7.0,10.0,max,10,177147,-36511.41,-7.1625360002157334,0.01022674322128296
3040,sachs-5000,500000,kmax,1,cw,True,7.0,2.0,max,10,177147,-36511.41,-7.1625360002157334,0.011944584846496582
3041,sachs-5000,500000,kmax,1,cw,True,7.0,10.0,max-rand,10,177147,-36511.41,-7.1625360002157334,0.009501793384552005
3042,sachs-5000,500000,kmax,1,cw,True,7.0,2.0,max-rand,10,177147,-36511.41,-7.1625360002157334,0.010996084213256836
3043,sachs-5000,500000,kmax,1,cw,True,3.0,5.0,max-rand,10,177147,-36511.41,-7.1625360002157334,0.0123633074760437
3044,sachs-5000,500000,kmax,1,cw,True,3.0,5.0,max,10,177147,-36511.41,-7.1625360002157334,0.010831947326660155
3045,sachs-5000,500000,kmax,1,cw,True,3.0,2.0,max,10,177147,-36511.41,-7.1625360002157334,0.009703736305236816
3046,sachs-5000,500000,kmax,1,cw,True,3.0,2.0,max-rand,10,177147,-36511.41,-7.1625360002157334,0.010449345111846925
3047,sachs-5000,500000,kmax,1,cw,True,3.0,10.0,max-rand,10,177147,-36511.41,-7.1625360002157334,0.009713690280914306
3048,sachs-5000,500000,kmax,1,cw,True,3.0,10.0,max,10,177147,-36511.41,-7.1625360002157334,0.009645724296569824
3049,pigs-5000,50,kmax,1,cw,True,7.0,5.0,max-rand,2,27,-1757285.542,-347.4665273426893,0.2632221460342407
3050,pigs-5000,50,kmax,1,cw,True,7.0,5.0,max,2,27,-1763505.251,-348.74903231429306,0.19577608346939088
3051,pigs-5000,50,kmax,1,cw,True,7.0,2.0,max,2,27,-1758972.125,-347.8537553693419,0.23144445896148683
3052,pigs-5000,50,kmax,1,cw,True,7.0,10.0,max,2,27,-1761246.452,-348.2968575411348,0.26062804222106933
3053,pigs-5000,50,kmax,1,cw,True,7.0,2.0,max-rand,2,27,-1752266.195,-346.49996270875937,0.2628716158866882
3054,pigs-5000,50,kmax,1,cw,True,3.0,5.0,max-rand,2,27,-1757479.499,-347.5910033598085,0.24352779388427737
3055,pigs-5000,50,kmax,1,cw,True,3.0,5.0,max,2,27,-1757778.436,-347.61033491171384,0.2399992752075195
3056,pigs-5000,50,kmax,1,cw,True,7.0,10.0,max-rand,2,27,-1754122.631,-346.8185672532332,0.14542533874511718
3057,pigs-5000,50,kmax,1,cw,True,3.0,2.0,max,2,27,-1751164.838,-346.3185960078654,0.2071850848197937
3058,pigs-5000,50,kmax,1,cw,True,3.0,2.0,max-rand,2,27,-1759873.903,-348.07033816351884,0.27132256746292116
3059,pigs-5000,50,kmax,1,cw,True,3.0,10.0,max,2,27,-1756140.199,-347.3664498795366,0.2168555283546448
3060,pigs-5000,50,kmax,1,cw,True,3.0,10.0,max-rand,2,27,-1760966.606,-348.28666077361436,0.21134711027145384
3061,pigs-5000,500,kmax,1,cw,True,7.0,5.0,max-rand,4,243,-1745249.903,-344.8064670923109,0.2810405492782593
3062,pigs-5000,500,kmax,1,cw,True,7.0,5.0,max,4,243,-1763473.059,-348.6504597883895,0.15394550323486328
3063,pigs-5000,500,kmax,1,cw,True,7.0,2.0,max,4,243,-1763389.365,-348.5733928397473,0.2664904856681824
3064,pigs-5000,500,kmax,1,cw,True,7.0,10.0,max,4,243,-1744240.492,-344.64231639174307,0.26420227527618406
3065,pigs-5000,500,kmax,1,cw,True,7.0,2.0,max-rand,4,243,-1753585.491,-346.4234513417615,0.15465718746185303
3066,pigs-5000,500,kmax,1,cw,True,3.0,5.0,max,4,243,-1775310.67,-350.95921500632596,0.26890647888183594
3067,pigs-5000,500,kmax,1,cw,True,7.0,10.0,max-rand,4,243,-1742858.265,-344.33638972496374,0.2923581886291504
3068,pigs-5000,500,kmax,1,cw,True,3.0,2.0,max,4,243,-1794653.255,-354.6248323866891,0.2365751051902771
3069,pigs-5000,500,kmax,1,cw,True,3.0,10.0,max,4,243,-1786414.151,-353.4567196515142,0.22792608499526976
3070,pigs-5000,500,kmax,1,cw,True,3.0,5.0,max-rand,4,243,-1744022.872,-344.71430231314764,0.25510000705718994
3071,pigs-5000,500,kmax,1,cw,True,3.0,2.0,max-rand,4,243,-1750985.061,-345.894095419347,0.25315424203872683
3072,pigs-5000,5000,kmax,1,cw,True,7.0,5.0,max,6,2187,-1764112.234,-348.6886600126544,0.2785255980491638
3073,pigs-5000,500,kmax,1,cw,True,3.0,10.0,max-rand,4,243,-1747460.827,-345.29211534138994,0.15623051881790162
3074,pigs-5000,5000,kmax,1,cw,True,7.0,2.0,max,6,2187,-1788556.383,-353.37997426027863,0.3353069519996643
3075,pigs-5000,5000,kmax,1,cw,True,7.0,5.0,max-rand,6,2187,-1750009.59,-345.6938765199825,0.2929528284072876
3076,pigs-5000,5000,kmax,1,cw,True,7.0,2.0,max-rand,6,2187,-1740514.094,-343.5974671027973,0.292458221912384
3077,pigs-5000,5000,kmax,1,cw,True,7.0,10.0,max-rand,6,2187,-1752701.347,-346.1093924762925,0.27773879289627074
3078,pigs-5000,5000,kmax,1,cw,True,7.0,10.0,max,6,2187,-1762990.435,-348.3633102652909,0.1694176959991455
3079,pigs-5000,5000,kmax,1,cw,True,3.0,5.0,max,6,2187,-1764112.234,-348.6886600126544,0.2871787714958191
3080,pigs-5000,5000,kmax,1,cw,True,3.0,2.0,max,6,2187,-1783139.75,-352.4983324485761,0.3120429491996765
3081,pigs-5000,5000,kmax,1,cw,True,3.0,5.0,max-rand,6,2187,-1748971.881,-345.44358054617305,0.3043590331077576
3082,pigs-5000,5000,kmax,1,cw,True,3.0,2.0,max-rand,6,2187,-1740514.094,-343.5974671027973,0.2891752052307129
3083,pigs-5000,5000,kmax,1,cw,True,3.0,10.0,max,6,2187,-1778132.446,-351.21099618604086,0.23216137170791623
3084,pigs-5000,5000,kmax,1,cw,True,3.0,10.0,max-rand,6,2187,-1752701.347,-346.1093924762925,0.3170024418830872
3085,pigs-5000,50000,kmax,1,cw,True,7.0,5.0,max,8,19683,-1800502.803,-355.65486328761074,0.2866607451438904
3086,pigs-5000,50000,kmax,1,cw,True,7.0,2.0,max,8,19683,-1800502.803,-355.65486328761074,0.2894353461265564
3087,pigs-5000,50000,kmax,1,cw,True,7.0,5.0,max-rand,8,19683,-1802410.239,-356.04898051359277,0.31385189056396484
3088,pigs-5000,50000,kmax,1,cw,True,7.0,10.0,max,8,19683,-1796302.001,-354.7379052023863,0.2691385412216187
3089,pigs-5000,50000,kmax,1,cw,True,7.0,2.0,max-rand,8,19683,-1802410.239,-356.04898051359277,0.3148557806015015
3090,pigs-5000,50000,kmax,1,cw,True,7.0,10.0,max-rand,8,19683,-1802410.239,-356.04898051359277,0.2699635601043701
3091,pigs-5000,50000,kmax,1,cw,True,3.0,5.0,max-rand,8,19683,-1748216.62,-345.24213716751444,0.3606843900680542
3092,pigs-5000,50000,kmax,1,cw,True,3.0,5.0,max,8,19683,-1792362.004,-354.1269488810182,0.255762894153595
3093,pigs-5000,50000,kmax,1,cw,True,3.0,10.0,max,8,19683,-1778992.503,-351.69139363706097,0.2723375654220581
3094,pigs-5000,50000,kmax,1,cw,True,3.0,2.0,max,8,19683,-1782305.31,-352.43304362652896,0.37040661573410033
3095,pigs-5000,50000,kmax,1,cw,True,3.0,2.0,max-rand,8,19683,-1746968.417,-345.1328262623842,0.33460289478302
3096,pigs-5000,500000,kmax,1,cw,True,7.0,5.0,max,10,177147,-1803975.281,-356.3726805742845,0.3596766757965088
3097,pigs-5000,50000,kmax,1,cw,True,3.0,10.0,max-rand,8,19683,-1746132.995,-345.0661046276974,0.18613662004470824
3098,pigs-5000,500000,kmax,1,cw,True,7.0,5.0,max-rand,10,177147,-1805331.22,-356.74583606191396,0.3236014437675476
3099,pigs-5000,500000,kmax,1,cw,True,7.0,2.0,max,10,177147,-1803975.281,-356.3726805742845,0.3315965867042541
3100,pigs-5000,500000,kmax,1,cw,True,7.0,2.0,max-rand,10,177147,-1805569.4,-356.7617309255408,0.3165202236175537
3101,pigs-5000,500000,kmax,1,cw,True,7.0,10.0,max,10,177147,-1803975.281,-356.3726805742845,0.40735917329788207
3102,pigs-5000,500000,kmax,1,cw,True,3.0,5.0,max,10,177147,-1791007.754,-353.9654190390127,0.37246740579605103
3103,pigs-5000,500000,kmax,1,cw,True,7.0,10.0,max-rand,10,177147,-1805331.22,-356.74583606191396,0.29243136644363404
3104,pigs-5000,500000,kmax,1,cw,True,3.0,10.0,max,10,177147,-1797163.697,-355.05500608615404,0.3641685557365417
