index,instance,numcons,conseed,blipseed,score,ts
2421,andes,25,3,1,-527532.4657,2.9
2422,andes,25,3,1,-525951.0398,7.5
2423,andes,25,3,1,-524944.5298,198.7
2424,andes,25,3,1,-524705.1095,985.6
2425,pathfinder,50,3,3,-260532.4442,0.3
2426,pathfinder,50,3,3,-257461.4256,0.5
2427,pathfinder,50,3,3,-256480.4361,0.7
2428,pathfinder,50,3,3,-255005.6427,1.0
2429,pathfinder,50,3,3,-251203.2535,6.4
2430,munin4,50,2,1,-1125105.0556,1.9
2431,water,10,1,3,-75223.0344,0.1
2432,water,10,1,3,-75070.0131,3.3
2433,water,10,1,3,-74709.8641,8.4
2434,water,10,1,3,-74709.8641,19.7
2435,water,10,1,3,-74556.8428,83.9
2436,munin1,25,2,2,-331855.8171,0.3
2437,munin1,25,2,2,-328831.5494,0.4
2438,munin1,25,2,2,-325503.0447,0.4
2439,munin1,25,2,2,-320735.3414,0.6
2440,munin1,25,2,2,-318686.1813,1.0
2441,munin1,25,2,2,-318133.5212,4.9
2442,munin1,25,2,2,-315678.1062,968.7
2443,cancer,10,2,1,-10589.2772,0.1
2444,cancer,10,2,1,-10582.7359,0.1
2445,win95pts,10,2,3,-63002.6647,0.3
2446,win95pts,10,2,3,-61756.6367,0.4
2447,win95pts,10,2,3,-61135.4194,0.9
2448,win95pts,10,2,3,-60092.3759,0.9
2449,win95pts,10,2,3,-59662.9093,1.0
2450,win95pts,10,2,3,-59574.2876,12.2
2451,win95pts,10,2,3,-59529.5305,116.3
2452,win95pts,10,2,3,-59143.0309,154.5
2453,win95pts,10,2,3,-59031.1521,407.0
2454,win95pts,10,2,3,-59024.5158,451.8
2455,win95pts,10,2,3,-58917.824,1084.7
2456,win95pts,10,2,3,-58459.4683,1342.9
2457,win95pts,10,2,3,-58048.4136,1727.6
2458,child,10,2,3,-71548.754,0.2
2459,child,10,2,3,-66501.2335,0.2
2460,child,10,2,3,-65916.6955,0.2
2461,child,10,2,3,-65840.2369,0.4
2462,child,10,2,3,-64449.3605,29.1
2463,child,10,2,3,-64297.2423,412.3
2464,hepar2,50,2,1,-172696.0212,0.2
2465,hepar2,50,2,1,-171885.1232,0.2
2466,hepar2,50,2,1,-170638.0687,0.3
2467,hepar2,50,2,1,-170577.7855,0.5
2468,hepar2,50,2,1,-169934.0696,0.8
2469,hepar2,50,2,1,-169899.702,2.0
2470,hepar2,50,2,1,-169845.2379,12.0
2471,munin1,50,3,3,-375693.1833,0.3
2472,munin1,50,3,3,-365522.7872,0.5
2473,munin1,50,3,3,-363263.841,1.2
2474,munin1,50,3,3,-360320.8838,1.2
2475,munin1,50,3,3,-358656.3318,2.2
2476,munin1,50,3,3,-358387.1588,2.6
2477,munin1,50,3,3,-355882.8144,14.3
2478,munin1,50,3,3,-354261.4087,61.7
2479,pigs,50,2,2,-1956085.5876,0.8
2480,pigs,50,2,2,-1943670.7023,1.6
2481,pigs,50,2,2,-1941003.4555,2.6
2482,pigs,50,2,2,-1938775.8275,112.1
2483,pigs,50,2,2,-1928533.3118,2163.4
2484,munin1,10,1,1,-280800.8488,0.3
2485,munin1,10,1,1,-275981.3819,0.4
2486,munin1,10,1,1,-274614.6748,0.5
2487,munin1,10,1,1,-269690.5725,0.7
2488,munin1,10,1,1,-268871.5821,2.2
2489,munin1,10,1,1,-268064.8292,38.2
2490,munin1,10,1,1,-268025.6226,42.3
2491,munin1,10,1,1,-266267.9536,53.4
2492,munin1,10,1,1,-265849.9099,193.1
2493,munin1,10,1,1,-265781.5133,516.0
2494,munin1,10,1,1,-264532.7992,561.9
2495,munin1,10,1,1,-263911.6266,863.7
2496,munin1,10,1,1,-261338.0349,960.9
2497,insurance,10,2,3,-81538.4596,0.1
2498,insurance,10,2,3,-79971.4485,0.2
2499,insurance,10,2,3,-79951.7979,0.2
2500,insurance,10,2,3,-79916.3471,0.2
2501,insurance,10,2,3,-78442.7081,0.2
2502,win95pts,10,3,1,-65555.0595,0.2
2503,win95pts,10,3,1,-64693.1767,0.7
2504,win95pts,10,3,1,-62067.5097,2.2
2505,win95pts,10,3,1,-61880.9062,5.7
2506,win95pts,10,3,1,-60177.0222,22.5
2507,win95pts,10,3,1,-59916.9241,501.0
2508,win95pts,10,3,1,-59458.6918,791.9
2509,alarm,10,3,2,-76001.9102,0.3
2510,alarm,10,3,2,-74511.1366,0.3
2511,alarm,10,3,2,-74372.8876,0.3
2512,alarm,10,3,2,-73617.9258,0.3
2513,alarm,10,3,2,-68588.1143,0.5
2514,pigs,25,1,1,-1940158.9173,1.5
2515,pigs,25,1,1,-1936287.8506,2.5
2516,pigs,25,1,1,-1933612.998,3.3
2517,pigs,25,1,1,-1926799.6735,4.0
2518,pigs,25,1,1,-1926192.4584,5.5
2519,pigs,25,1,1,-1922365.5608,7.1
2520,pigs,25,1,1,-1921423.1557,7.9
2521,pigs,25,1,1,-1920971.2436,16.8
2522,pigs,25,1,1,-1920523.6269,39.1
2523,pigs,25,1,1,-1917588.2636,42.8
2524,pigs,25,1,1,-1904156.5245,242.7
2525,andes,50,2,3,-554926.057,0.9
2526,andes,50,2,3,-553334.9536,1.5
2527,andes,50,2,3,-547438.8638,1.9
2528,andes,50,2,3,-545150.6976,8.0
2529,andes,50,2,3,-544658.3236,39.1
2530,andes,50,2,3,-542000.4693,2309.8
2531,munin1,25,1,2,-318404.3621,0.4
2532,munin1,25,1,2,-316440.7449,0.6
2533,munin1,25,1,2,-316134.8798,0.8
2534,munin1,25,1,2,-310618.0377,0.9
2535,munin1,25,1,2,-303475.3843,1.6
2536,munin1,25,1,2,-303289.4653,543.9
2537,win95pts,50,3,1,-87271.2826,0.3
2538,win95pts,50,3,1,-86004.0093,0.5
2539,win95pts,50,3,1,-85991.3327,0.5
2540,win95pts,50,3,1,-85636.0912,0.7
2541,win95pts,50,3,1,-85496.1662,76.5
2542,win95pts,50,3,1,-83813.0021,143.8
2543,win95pts,50,3,1,-83812.4881,547.6
2544,win95pts,50,3,1,-83805.5819,1208.0
2545,win95pts,50,3,1,-82787.7089,2570.7
2546,munin1,50,2,1,-388085.4605,0.3
2547,munin1,50,2,1,-383725.7642,55.0
2548,munin1,50,2,1,-380534.7421,2621.2
2549,munin1,50,3,1,-375599.9796,0.3
2550,munin1,50,3,1,-360788.6271,0.4
2551,munin1,50,3,1,-359995.7102,5.8
2552,munin1,50,3,1,-359393.4691,6.4
2553,munin1,50,3,1,-356865.0537,47.9
2554,munin1,50,3,1,-352624.2525,585.7
2555,munin1,50,3,1,-352372.2032,876.7
2556,hailfinder,25,2,2,-309945.456,0.1
2557,hailfinder,25,2,2,-309273.9972,0.2
2558,hailfinder,25,2,2,-308393.4879,0.3
2559,hailfinder,25,2,2,-308393.4879,0.3
2560,hailfinder,25,2,2,-307500.1911,0.5
2561,hailfinder,25,2,2,-307500.191,0.6
2562,hailfinder,25,2,2,-307500.191,0.9
2563,hailfinder,25,2,2,-307438.962,9.3
2564,hailfinder,25,2,2,-305577.2553,3134.3
2565,hailfinder,10,2,2,-272873.5011,0.1
2566,hailfinder,10,2,2,-271243.0036,0.7
2567,hailfinder,10,2,2,-269319.8671,1.0
2568,hailfinder,10,2,2,-269230.6003,8.1
2569,hailfinder,10,2,2,-268514.4173,10.2
2570,hailfinder,10,2,2,-268310.9493,87.9
2571,hailfinder,10,2,2,-268232.9178,214.5
2572,hailfinder,10,2,2,-268223.066,1302.1
2573,alarm,5,2,2,-70328.1158,0.2
2574,alarm,5,2,2,-69981.2874,0.2
2575,alarm,5,2,2,-66341.4045,0.3
2576,alarm,5,2,2,-66299.243,0.3
2577,alarm,5,2,2,-65231.4883,0.6
2578,alarm,5,2,2,-64709.0555,1.3
2579,alarm,5,2,2,-63920.8358,2.5
2580,alarm,5,2,2,-62346.0955,3.0
2581,alarm,5,2,2,-62174.1659,4.9
2582,alarm,5,2,2,-61404.6896,7.1
2583,alarm,5,2,2,-61137.088,8.8
2584,alarm,5,2,2,-60732.2581,257.9
2585,alarm,5,2,2,-60530.7746,631.6
2586,munin4,75,1,3,-1144182.7787,2.2
2587,child,5,3,2,-62267.4624,0.1
2588,child,5,3,2,-62196.0122,1.3
2589,child,5,3,2,-62156.8709,5.1
2590,child,5,3,2,-62153.9772,28.9
2591,child,5,3,2,-62110.1999,57.3
2592,child,5,3,2,-62079.631,396.2
2593,andes,25,2,1,-527262.2137,0.7
2594,andes,25,2,1,-525203.2697,1.0
2595,andes,25,2,1,-525176.3368,582.1
2596,andes,25,2,1,-523878.8352,2994.3
2597,andes,50,1,1,-551300.2449,0.7
2598,andes,50,1,1,-544500.7692,4.0
2599,link,75,1,2,-1751326.9505,1.0
2600,munin4,25,2,2,-1092610.0665,1.8
2601,mildew,10,2,3,-281680.8431,0.1
2602,mildew,10,2,3,-277247.4958,0.1
2603,mildew,10,2,3,-275396.8596,0.3
2604,mildew,10,2,3,-275191.7236,5.6
2605,mildew,10,2,3,-275178.3646,26.8
2606,mildew,10,2,3,-275165.0057,92.8
2607,insurance,10,3,1,-82175.2348,0.1
2608,insurance,10,3,1,-81901.7261,0.1
2609,insurance,10,3,1,-81820.1092,0.2
2610,insurance,10,3,1,-81165.9864,0.2
2611,insurance,10,3,1,-80423.402,0.9
2612,asia,10,1,3,-12940.3779,0.1
2613,asia,10,1,3,-11548.2506,0.1
2614,barley,5,1,3,-329749.4066,0.1
2615,barley,5,1,3,-328644.6485,0.2
2616,barley,5,1,3,-327425.9703,104.6
2617,barley,5,1,3,-325976.9694,191.5
2618,barley,5,1,3,-325221.3995,527.1
2619,barley,5,1,3,-324636.2995,579.8
2620,barley,5,1,3,-324587.7378,646.5
2621,insurance,5,3,3,-73251.0706,0.1
2622,insurance,5,3,3,-72381.6904,0.2
2623,insurance,5,3,3,-72100.1079,0.2
2624,insurance,5,3,3,-71052.2033,0.3
2625,insurance,5,3,3,-70536.5355,0.4
2626,insurance,5,3,3,-70483.2517,3.2
2627,insurance,5,3,3,-70458.7293,3.3
2628,insurance,5,3,3,-70421.1862,4.1
2629,insurance,5,3,3,-70400.2875,5.8
2630,insurance,5,3,3,-70358.4559,6.6
2631,insurance,5,3,3,-70149.8258,7.5
2632,insurance,5,3,3,-70149.3218,7.9
2633,insurance,5,3,3,-70146.1185,110.9
2634,insurance,5,3,3,-70144.4932,115.7
2635,insurance,5,3,3,-70125.6297,178.2
2636,insurance,5,3,3,-70072.42,268.8
2637,insurance,5,3,3,-70042.7204,1083.5
2638,earthquake,10,1,1,-2478.6105,0.1
2639,pathfinder,25,3,3,-204432.5072,0.2
2640,pathfinder,25,3,3,-201984.4176,0.3
2641,pathfinder,25,3,3,-197572.1197,2.4
2642,pathfinder,25,3,3,-197571.507,817.4
2643,andes,50,3,2,-548312.1683,0.7
2644,andes,50,3,2,-547801.0729,0.9
2645,andes,50,3,2,-545089.5839,1.4
2646,andes,50,3,2,-544979.422,2.2
2647,andes,50,3,2,-543183.7128,2.9
2648,andes,50,3,2,-540202.0144,3.9
2649,alarm,10,3,1,-76943.1555,0.2
2650,alarm,10,3,1,-75908.8282,0.3
2651,alarm,10,3,1,-75335.9051,0.3
2652,alarm,10,3,1,-74239.8556,0.4
2653,alarm,10,3,1,-74203.0455,0.5
2654,alarm,10,3,1,-73786.6836,0.5
2655,alarm,10,3,1,-72782.0308,0.6
2656,alarm,10,3,1,-70559.8335,0.9
2657,alarm,10,3,1,-69182.7617,3.5
2658,alarm,10,3,1,-68989.3531,20.0
2659,alarm,10,3,1,-68846.439,77.6
2660,alarm,10,3,1,-67155.6235,578.1
2661,munin,50,3,3,-1125806.9522,1.3
2662,munin,50,3,3,-1122864.9208,4.3
2663,barley,5,3,3,-328975.9676,0.2
2664,barley,5,3,3,-326554.937,0.2
2665,barley,5,3,3,-325544.1961,0.5
2666,barley,5,3,3,-319918.0904,0.7
2667,barley,5,3,3,-319053.3727,78.9
2668,barley,5,3,3,-318074.5652,152.5
2669,barley,5,3,3,-315540.4647,340.7
2670,barley,5,3,3,-315099.4435,1844.6
2671,barley,5,3,3,-314364.6477,3342.2
2672,pigs,75,3,1,-1991182.5277,1.5
2673,pigs,75,3,1,-1982060.7527,10.8
2674,pigs,75,3,1,-1977743.0217,38.4
2675,pigs,75,3,1,-1969951.552,58.2
2676,pigs,75,3,1,-1969420.2101,254.6
2677,pigs,25,2,1,-1930657.2513,1.8
2678,pigs,25,2,1,-1920309.3681,3.4
2679,pigs,25,2,1,-1916181.4998,632.5
2680,sachs,5,3,2,-36698.2275,0.1
2681,barley,5,1,2,-332823.7343,0.1
2682,barley,5,1,2,-332091.5407,0.1
2683,barley,5,1,2,-328412.2717,0.2
2684,barley,5,1,2,-325761.8027,14.1
2685,barley,5,1,2,-325243.9899,536.3
2686,barley,5,1,2,-324499.1944,585.2
2687,barley,5,1,2,-324464.3638,2430.1
2688,barley,5,1,2,-324062.9489,2971.7
2689,diabetes,50,3,1,-2686862.8316,0.4
2690,diabetes,50,3,1,-2675819.306,0.6
2691,diabetes,50,3,1,-2664375.7722,6.3
2692,diabetes,50,3,1,-2659724.3683,11.2
2693,diabetes,50,3,1,-2655294.8476,36.1
2694,diabetes,50,3,1,-2655290.9736,135.7
2695,diabetes,50,3,1,-2632445.8705,261.6
2696,munin2,50,1,3,-970962.509,2.2
2697,munin2,50,1,3,-970419.7732,1938.2
2698,munin2,50,1,3,-968403.7569,1963.9
2699,andes,10,3,3,-512738.1377,0.6
2700,andes,10,3,3,-509332.9949,28.2
2701,asia,5,1,2,-12940.3779,0.1
2702,asia,5,1,2,-11548.2506,0.1
2703,munin2,75,3,2,-980302.624,2.8
2704,munin2,75,3,2,-975433.0425,147.5
2705,hailfinder,25,1,1,-289464.0494,0.2
2706,hailfinder,25,1,1,-289184.0147,0.2
2707,hailfinder,25,1,1,-288506.2201,0.3
2708,hailfinder,25,1,1,-287842.1408,0.5
2709,hailfinder,25,1,1,-285081.74,0.7
2710,hailfinder,25,1,1,-282490.6682,0.7
2711,hailfinder,25,1,1,-282334.8362,43.0
2712,hailfinder,25,1,1,-282334.6681,99.4
2713,hailfinder,25,1,1,-282334.668,263.0
2714,hailfinder,25,1,1,-282324.8223,280.9
2715,hailfinder,25,1,1,-282292.3462,736.8
2716,hailfinder,50,1,3,-308889.3948,0.2
2717,hailfinder,50,1,3,-308810.6556,0.4
2718,hailfinder,50,1,3,-307504.8387,0.5
2719,hailfinder,50,1,3,-304553.4346,0.6
2720,hailfinder,50,1,3,-304309.8251,1.2
2721,hailfinder,50,1,3,-302158.348,1.4
2722,hailfinder,50,1,3,-300617.339,300.9
2723,child,5,1,2,-68338.2699,0.1
2724,child,5,1,2,-68004.0495,0.2
2725,child,5,1,2,-66148.1179,0.2
2726,child,5,1,2,-66127.8071,3.1
2727,child,5,1,2,-65605.2947,5.0
2728,child,5,1,2,-62270.2118,251.0
2729,asia,10,2,3,-11548.2506,0.1
2730,earthquake,10,2,2,-2478.6105,0.1
2731,munin3,75,3,1,-997856.681,3.4
2732,munin3,75,3,1,-997622.6382,7.6
2733,munin3,75,3,1,-995006.1973,74.6
2734,munin3,75,3,1,-991325.4286,184.9
2735,pigs,25,3,3,-1939343.185,1.9
2736,pigs,25,3,3,-1935499.3905,4.5
2737,pigs,25,3,3,-1933452.6174,13.8
2738,pigs,25,3,3,-1933260.1498,17.4
2739,pigs,25,3,3,-1928227.5345,22.3
2740,pigs,25,3,3,-1927888.5322,31.2
2741,pigs,25,3,3,-1926354.7374,43.1
2742,pigs,25,3,3,-1924346.8118,239.2
2743,munin,50,1,1,-1130173.846,1.1
2744,munin,50,1,1,-1123529.8875,2.3
2745,munin,50,1,1,-1123519.7602,15.8
2746,sachs,10,1,1,-38452.851,0.2
2747,link,25,2,3,-1698598.8101,1.1
2748,link,25,2,3,-1694467.9277,1.9
2749,link,25,2,3,-1694251.8458,15.5
2750,link,25,2,3,-1693365.586,66.7
2751,link,25,2,3,-1692293.9364,752.8
2752,munin3,75,1,2,-991400.7156,2.8
2753,diabetes,50,1,2,-2694774.3154,0.4
2754,diabetes,50,1,2,-2678839.8532,0.6
2755,diabetes,50,1,2,-2634248.2581,1.3
2756,diabetes,50,1,2,-2631543.2437,12.9
2757,child,5,1,3,-70014.5026,0.1
2758,child,5,1,3,-68275.6632,0.2
2759,child,5,1,3,-65830.8532,0.2
2760,child,5,1,3,-65605.2947,11.6
2761,child,5,1,3,-62760.4399,230.7
2762,child,5,1,3,-62535.5437,2663.2
2763,child,5,1,3,-62386.9145,2771.7
2764,child,5,1,3,-62300.7807,3059.7
2765,water,5,1,1,-70988.4515,0.1
2766,water,5,1,1,-70938.3362,0.2
2767,water,5,1,1,-70632.0698,0.4
2768,water,5,1,1,-70362.2855,1.0
2769,water,5,1,1,-69901.1065,2.2
2770,water,5,1,1,-69895.5573,8.4
2771,water,5,1,1,-69895.5573,15.1
2772,water,5,1,1,-69836.4538,17.3
2773,water,5,1,1,-69833.2331,17.9
2774,water,5,1,1,-69763.4237,21.5
2775,water,5,1,1,-69759.6294,60.4
2776,water,5,1,1,-69752.4778,60.6
2777,water,5,1,1,-69748.6835,623.4
2778,water,5,1,1,-69746.9286,640.7
2779,water,5,1,1,-69746.9286,1697.4
2780,hailfinder,10,3,2,-286175.4243,0.2
2781,hailfinder,10,3,2,-281401.1125,0.2
2782,hailfinder,10,3,2,-279811.9304,2.3
2783,hailfinder,10,3,2,-279759.6021,29.0
2784,hailfinder,10,3,2,-278448.0177,40.4
2785,hailfinder,10,3,2,-276296.6735,101.2
2786,hailfinder,10,3,2,-273984.355,195.7
2787,diabetes,25,2,2,-2513712.3965,0.5
2788,diabetes,25,2,2,-2507865.7289,1.0
2789,diabetes,25,2,2,-2486119.5832,1.2
2790,diabetes,25,2,2,-2484810.4585,1.5
2791,diabetes,25,2,2,-2482127.5384,166.4
2792,diabetes,25,2,2,-2457854.8231,207.3
2793,munin1,10,2,1,-281645.7487,0.6
2794,munin1,10,2,1,-280605.7895,0.8
2795,munin1,10,2,1,-277752.9233,4.4
2796,munin1,10,2,1,-276447.7398,6.8
2797,munin1,10,2,1,-275103.4607,8.8
2798,munin1,10,2,1,-273998.6873,22.3
2799,munin1,10,2,1,-273469.4589,252.0
2800,link,75,3,2,-1753377.5699,1.8
2801,link,75,3,2,-1735299.0829,2.5
2802,link,75,3,2,-1723551.7376,34.1
2803,mildew,5,2,3,-282811.8927,0.1
2804,mildew,5,2,3,-278785.3347,0.2
2805,mildew,5,2,3,-275287.8178,0.3
2806,mildew,5,2,3,-275216.8005,0.6
2807,mildew,5,2,3,-275015.1453,0.7
2808,mildew,5,2,3,-274513.8287,0.8
2809,mildew,5,2,3,-274385.7954,6.2
2810,mildew,5,2,3,-274372.4364,99.6
2811,sachs,10,2,2,-36512.3182,0.1
2812,sachs,10,2,2,-36512.3026,0.2
2813,munin3,50,2,3,-971830.4744,1.7
2814,munin3,50,2,3,-971652.0534,104.5
2815,munin3,50,2,3,-970494.1854,105.6
2816,munin3,50,2,3,-967229.0714,110.7
2817,pigs,50,3,1,-1953261.6435,1.9
2818,pigs,50,3,1,-1946879.1885,3.4
2819,pigs,50,3,1,-1939856.441,76.2
2820,pigs,50,3,1,-1935243.6452,131.0
2821,munin4,75,1,1,-1150632.2123,1.8
2822,hepar2,25,2,1,-171214.2719,0.2
2823,hepar2,25,2,1,-171041.8097,0.2
2824,hepar2,25,2,1,-170011.0214,0.2
2825,hepar2,25,2,1,-169541.6445,0.4
2826,hepar2,25,2,1,-169009.4173,0.7
2827,hepar2,25,2,1,-169006.437,4.1
2828,hepar2,25,2,1,-168760.373,17.7
2829,hepar2,25,2,1,-168760.2091,1410.3
2830,alarm,10,1,2,-73510.3711,0.3
2831,alarm,10,1,2,-72299.7705,0.5
2832,alarm,10,1,2,-69221.8469,1.0
2833,alarm,10,1,2,-68922.1411,3.8
2834,alarm,10,1,2,-68773.8398,5.0
2835,alarm,10,1,2,-68151.6861,6.8
2836,alarm,10,1,2,-68057.1321,11.3
2837,survey,10,3,1,-19714.3416,0.1
2838,hailfinder,50,1,1,-308267.9795,0.2
2839,hailfinder,50,1,1,-307747.3694,0.2
2840,hailfinder,50,1,1,-306543.7547,0.4
2841,hailfinder,50,1,1,-306520.9556,0.6
2842,hailfinder,50,1,1,-304600.7687,0.6
2843,hailfinder,50,1,1,-302524.9621,0.9
2844,hailfinder,50,1,1,-302158.348,4.7
2845,hailfinder,50,1,1,-300617.339,450.6
2846,hailfinder,50,1,1,-300617.1707,1936.6
2847,munin3,25,1,3,-957008.4754,3.8
2848,sachs,10,3,3,-36952.1907,0.1
2849,pathfinder,25,1,3,-205552.9396,0.3
2850,pathfinder,25,1,3,-200361.8802,0.3
2851,pathfinder,25,1,3,-198901.3433,0.4
2852,pathfinder,25,1,3,-193684.6676,1.8
2853,pathfinder,25,1,3,-192265.342,18.5
2854,pathfinder,25,1,3,-191973.1378,157.6
2855,pathfinder,25,1,3,-191904.4134,162.3
2856,pathfinder,25,1,3,-190416.5753,170.7
2857,pathfinder,25,1,3,-189901.4319,263.0
2858,pathfinder,25,1,3,-189653.7733,893.6
2859,diabetes,10,1,1,-2359689.5615,0.4
2860,diabetes,10,1,1,-2330390.8634,1.1
2861,munin,25,1,1,-1110418.4684,0.8
2862,sachs,5,1,3,-38877.3366,0.1
2863,sachs,5,1,3,-38733.5256,0.1
2864,sachs,5,1,3,-38733.5099,0.2
2865,sachs,5,1,3,-38733.5099,0.4
2866,andes,50,2,1,-556483.0346,0.5
2867,andes,50,2,1,-555876.3866,1.1
2868,andes,50,2,1,-553182.6621,1.4
2869,andes,50,2,1,-549028.2707,1.5
2870,andes,50,2,1,-548362.0036,4.2
2871,andes,50,2,1,-546977.5765,74.7
2872,andes,50,2,1,-545940.7201,244.7
2873,andes,50,2,1,-544144.8913,727.2
2874,diabetes,50,2,3,-2654528.6668,0.8
2875,diabetes,50,2,3,-2636100.7996,1.2
2876,diabetes,50,2,3,-2625432.0497,6.4
2877,diabetes,50,2,3,-2603789.7333,26.2
2878,diabetes,50,2,3,-2586477.0396,269.5
2879,pigs,75,1,3,-1975384.9179,1.4
2880,pigs,75,1,3,-1974361.2993,31.7
2881,pigs,75,1,3,-1973047.7729,44.2
2882,pigs,75,1,3,-1969934.7839,684.5
2883,hepar2,10,3,3,-167011.3138,0.2
2884,hepar2,10,3,3,-166188.2749,0.2
2885,hepar2,10,3,3,-166091.3471,1.5
2886,hepar2,10,3,3,-166051.3278,1.6
2887,hepar2,10,3,3,-165979.2738,1.8
2888,hepar2,10,3,3,-165972.5971,2.4
2889,hepar2,10,3,3,-165944.9547,3.1
2890,hepar2,10,3,3,-165879.3012,21.4
2891,hepar2,10,3,3,-165847.4451,255.0
2892,hepar2,10,3,3,-165838.2518,429.4
2893,insurance,5,2,1,-86227.9233,0.1
2894,insurance,5,2,1,-80978.3069,0.2
2895,insurance,5,2,1,-79313.2294,0.2
2896,insurance,5,2,1,-77616.4557,0.2
2897,insurance,5,2,1,-77505.4491,1.1
2898,insurance,5,2,1,-77303.9214,1.4
2899,insurance,5,2,1,-77287.2433,1.5
2900,insurance,5,2,1,-76916.1054,2.3
2901,insurance,5,2,1,-76842.3265,5.3
2902,insurance,5,2,1,-76595.0382,10.4
2903,insurance,5,2,1,-76314.0084,23.0
2904,insurance,5,2,1,-76297.4395,665.0
2905,insurance,5,2,1,-76231.6366,725.3
2906,insurance,5,2,1,-76143.9202,966.6
2907,insurance,5,2,1,-75957.9017,3585.4
2908,munin,75,3,3,-1156189.5325,1.1
2909,pathfinder,10,1,2,-186800.4133,0.2
2910,pathfinder,10,1,2,-178436.1001,0.3
2911,pathfinder,10,1,2,-177224.5406,8.3
2912,pathfinder,10,1,2,-174209.3736,25.4
2913,pathfinder,10,1,2,-173945.2044,144.4
2914,pathfinder,10,1,2,-173477.9346,415.5
2915,pathfinder,10,1,2,-173448.4657,1228.8
2916,pathfinder,10,1,2,-172595.7979,1299.2
2917,pathfinder,10,1,2,-172591.2053,2213.3
2918,pathfinder,10,1,2,-172338.5604,3469.7
2919,win95pts,50,1,2,-86480.2334,0.3
2920,win95pts,50,1,2,-86257.9754,0.3
2921,win95pts,50,1,2,-86257.9753,0.7
2922,win95pts,50,1,2,-85800.7791,1.1
2923,win95pts,50,1,2,-85100.7945,1.3
2924,mildew,10,3,1,-293181.8854,0.1
2925,mildew,10,3,1,-293116.9761,0.1
2926,mildew,10,3,1,-292670.657,0.1
2927,mildew,10,3,1,-290099.2344,0.2
2928,mildew,10,3,1,-288540.9035,0.2
2929,cancer,10,1,1,-10582.7359,0.1
2930,insurance,5,1,3,-82991.9654,0.2
2931,insurance,5,1,3,-77030.5446,0.2
2932,insurance,5,1,3,-76552.3932,7.0
2933,insurance,5,1,3,-76341.7772,62.9
2934,insurance,5,1,3,-75665.5709,205.3
2935,insurance,5,1,3,-75609.0419,245.1
2936,insurance,5,1,3,-74517.3661,374.6
2937,link,25,2,2,-1700097.5186,2.1
2938,link,25,2,2,-1699840.8356,8.8
2939,link,25,2,2,-1689534.4693,11.0
2940,link,25,2,2,-1686706.9299,280.4
2941,link,25,2,2,-1678894.4018,595.7
2942,link,50,1,1,-1707449.0724,1.7
2943,link,50,1,1,-1697645.9092,345.3
2944,andes,25,1,3,-536790.4901,0.9
2945,andes,25,1,3,-535160.8702,1.2
2946,andes,25,1,3,-530128.7172,1.4
2947,andes,25,1,3,-528257.15,8.9
2948,andes,25,1,3,-524847.9211,41.0
2949,munin,75,3,2,-1155316.8631,1.0
2950,earthquake,10,1,2,-2478.6105,0.1
2951,child,5,3,1,-65742.0602,0.1
2952,child,5,3,1,-62259.9327,0.2
2953,child,5,3,1,-62149.3412,3.2
2954,child,5,3,1,-62126.302,66.8
2955,child,5,3,1,-62110.1999,77.3
2956,child,5,3,1,-62079.631,3276.8
2957,pathfinder,25,2,1,-199584.4187,0.2
2958,pathfinder,25,2,1,-195668.5563,0.4
2959,pathfinder,25,2,1,-192366.9554,1.0
2960,pathfinder,25,2,1,-191859.8653,2.0
2961,pathfinder,25,2,1,-191061.7265,2.2
2962,pathfinder,25,2,1,-190996.9957,12.1
2963,pathfinder,25,2,1,-190366.5802,26.1
2964,pathfinder,25,2,1,-189915.8279,87.6
2965,pathfinder,25,2,1,-188390.9383,134.8
2966,pathfinder,25,2,1,-188293.8541,620.1
2967,pathfinder,25,2,1,-187536.3825,2582.6
2968,hailfinder,50,2,3,-312765.5111,0.2
2969,hailfinder,50,2,3,-301428.5122,0.2
2970,hailfinder,50,2,3,-300741.7976,1.4
2971,munin,25,2,2,-1110815.9962,1.1
2972,munin4,25,1,3,-1092822.1308,2.1
2973,munin4,25,1,3,-1091938.7886,3173.5
2974,alarm,5,3,1,-68328.4776,0.3
2975,alarm,5,3,1,-63469.1881,0.3
2976,alarm,5,3,1,-61045.19,0.4
2977,alarm,5,3,1,-60247.2044,1.1
2978,alarm,5,3,1,-58284.5794,1.9
2979,alarm,5,3,1,-58168.0062,2.9
2980,alarm,5,3,1,-58126.1808,6.1
2981,alarm,5,3,1,-57915.3119,12.5
2982,alarm,5,3,1,-57718.4321,45.2
2983,alarm,5,3,1,-57485.5658,73.9
2984,alarm,5,3,1,-57398.4532,436.9
2985,alarm,5,3,1,-57256.351,652.7
2986,alarm,5,3,1,-57244.3417,1583.1
2987,win95pts,50,2,1,-84415.3104,0.3
2988,win95pts,50,2,1,-81303.6053,0.4
2989,munin1,25,2,1,-318138.3105,0.3
2990,munin1,25,2,1,-317612.9849,9.3
2991,munin1,25,2,1,-316601.2246,422.5
2992,munin1,25,2,1,-315187.4561,2680.8
2993,munin3,25,2,1,-945985.2303,4.3
2994,munin4,75,3,3,-1145263.0728,2.3
2995,munin4,75,3,3,-1140912.7242,4.0
2996,munin4,75,3,3,-1138229.8245,20.6
