index,instance,numcons,conseed,blipseed,score,ts
1840,barley,10,3,1,-342897.4356,0.2
1841,barley,10,3,1,-342484.9626,0.3
1842,barley,10,3,1,-341738.9252,0.4
1843,barley,10,3,1,-340398.2752,0.4
1844,barley,10,3,1,-340011.0623,2.0
1845,barley,10,3,1,-339147.2949,3.0
1846,barley,10,3,1,-336444.2429,4.1
1847,barley,10,3,1,-335919.0522,620.5
1848,child,10,3,2,-68610.4648,0.2
1849,child,10,3,2,-68309.4149,0.5
1850,child,10,3,2,-68176.9246,26.2
1851,hepar2,50,1,3,-171634.232,0.2
1852,hepar2,50,1,3,-171400.0608,0.2
1853,hepar2,50,1,3,-171118.2616,0.2
1854,hepar2,50,1,3,-171115.1672,0.4
1855,hepar2,50,1,3,-171100.1089,0.5
1856,hepar2,50,1,3,-170949.6272,0.5
1857,hepar2,50,1,3,-170905.8027,0.8
1858,hepar2,50,1,3,-170727.6214,1.1
1859,hepar2,50,1,3,-170588.884,1.2
1860,hepar2,50,1,3,-170588.3271,3.3
1861,hepar2,50,1,3,-170410.2214,3.4
1862,hepar2,50,1,3,-170407.3514,14.3
1863,hepar2,50,1,3,-170406.7945,430.1
1864,munin2,75,1,1,-974801.146,2.1
1865,munin2,75,1,1,-971470.5054,3.3
1866,munin2,75,1,1,-966042.4843,15.1
1867,munin2,75,1,1,-961206.8749,100.7
1868,munin2,50,2,2,-963386.2939,2.5
1869,munin2,50,2,2,-962734.1122,8.6
1870,munin2,50,2,2,-959512.4035,15.6
1871,hepar2,10,3,1,-166089.9724,0.3
1872,hepar2,10,3,1,-165932.6005,0.3
1873,hepar2,10,3,1,-165913.4003,15.3
1874,hepar2,10,3,1,-165855.9162,23.8
1875,hepar2,10,3,1,-165853.9941,197.2
1876,hepar2,10,3,1,-165639.6834,224.7
1877,earthquake,5,2,1,-2478.6105,0.1
1878,win95pts,25,3,3,-75764.6719,0.2
1879,win95pts,25,3,3,-75558.0253,0.3
1880,win95pts,25,3,3,-73105.6253,0.4
1881,win95pts,25,3,3,-72937.1239,2.6
1882,win95pts,25,3,3,-72441.697,24.4
1883,win95pts,25,3,3,-71602.948,78.0
1884,win95pts,25,3,3,-71123.4122,186.8
1885,win95pts,25,3,3,-70949.6805,349.3
1886,win95pts,25,3,3,-70825.9293,600.0
1887,win95pts,25,3,3,-70815.8529,1413.7
1888,insurance,10,3,3,-84883.713,0.2
1889,insurance,10,3,3,-82064.3663,0.2
1890,insurance,10,3,3,-82025.7788,0.3
1891,insurance,10,3,3,-82014.9507,0.5
1892,insurance,10,3,3,-81780.8331,0.5
1893,insurance,10,3,3,-80543.8484,1.0
1894,insurance,10,3,3,-80423.402,2.5
1895,earthquake,5,2,2,-2478.6105,0.1
1896,win95pts,25,1,2,-75591.7964,0.3
1897,win95pts,25,1,2,-74645.718,0.3
1898,win95pts,25,1,2,-74375.6007,0.4
1899,win95pts,25,1,2,-73821.182,0.4
1900,win95pts,25,1,2,-73707.4292,0.4
1901,win95pts,25,1,2,-73025.3698,1.2
1902,win95pts,25,1,2,-72355.8477,2.3
1903,win95pts,25,1,2,-72216.2009,8.6
1904,win95pts,25,1,2,-72144.2547,11.1
1905,win95pts,25,1,2,-72081.9163,11.8
1906,win95pts,25,1,2,-72034.4886,17.4
1907,win95pts,25,1,2,-71271.3403,193.0
1908,win95pts,25,1,2,-71136.804,210.2
1909,link,25,3,1,-1699238.4367,2.3
1910,link,25,3,1,-1689945.5891,3.7
1911,link,25,3,1,-1688524.7932,5.0
1912,link,25,3,1,-1681713.4318,20.8
1913,link,25,3,1,-1671527.4249,831.5
1914,survey,5,3,1,-19714.3416,0.1
1915,asia,5,3,1,-12837.5126,0.1
1916,munin2,25,3,2,-947356.477,2.7
1917,pigs,75,2,1,-1995261.4133,1.4
1918,pigs,75,2,1,-1980084.5665,2.1
1919,pigs,75,2,1,-1976155.2156,23.7
1920,pigs,75,2,1,-1974101.0166,78.8
1921,pigs,75,2,1,-1972498.084,133.0
1922,pigs,75,2,1,-1969266.6606,768.4
1923,munin,75,3,1,-1155901.1858,1.1
1924,sachs,5,3,1,-36698.2275,0.1
1925,link,50,3,1,-1702920.1939,2.0
1926,link,50,3,1,-1699016.0129,571.9
1927,insurance,10,1,3,-92939.5787,0.2
1928,insurance,10,1,3,-92439.562,0.2
1929,insurance,10,1,3,-87794.3461,0.2
1930,insurance,10,1,3,-87678.0298,0.4
1931,insurance,10,1,3,-85906.447,0.5
1932,insurance,10,1,3,-82546.302,0.8
1933,insurance,10,1,3,-81565.2874,0.8
1934,insurance,10,1,3,-81527.5324,0.8
1935,insurance,10,1,3,-80700.1668,1.1
1936,insurance,10,1,3,-78952.9793,2.9
1937,diabetes,50,1,1,-2684382.6609,1.0
1938,diabetes,50,1,1,-2637020.5709,1.5
1939,diabetes,50,1,1,-2622269.1745,1.8
1940,hepar2,25,2,3,-171122.3581,0.2
1941,hepar2,25,2,3,-170251.7857,0.2
1942,hepar2,25,2,3,-169949.4993,0.2
1943,hepar2,25,2,3,-169285.4804,0.3
1944,hepar2,25,2,3,-169244.7173,0.9
1945,hepar2,25,2,3,-168968.5833,92.1
1946,hepar2,25,2,3,-168954.3504,366.7
1947,hepar2,25,2,3,-168925.7239,377.1
1948,hepar2,25,2,3,-168925.1209,1401.5
1949,hepar2,25,2,3,-168922.2782,1930.0
1950,win95pts,25,3,2,-75675.5041,0.3
1951,win95pts,25,3,2,-74008.436,0.4
1952,win95pts,25,3,2,-73736.2961,3.5
1953,win95pts,25,3,2,-73132.0974,5.4
1954,win95pts,25,3,2,-71625.7477,7.5
1955,win95pts,25,3,2,-71193.9169,65.1
1956,win95pts,25,3,2,-71176.6376,106.2
1957,win95pts,25,3,2,-70912.2764,1084.4
1958,win95pts,25,3,2,-70698.3452,1874.2
1959,water,5,3,1,-70809.5531,0.1
1960,water,5,3,1,-69799.5631,0.1
1961,water,5,3,1,-69530.4087,0.2
1962,water,5,3,1,-69506.3793,0.3
1963,water,5,3,1,-69386.2363,0.5
1964,water,5,3,1,-69303.4025,0.7
1965,water,5,3,1,-69278.606,0.8
1966,water,5,3,1,-69266.9338,2.7
1967,water,5,3,1,-69253.9664,3.7
1968,water,5,3,1,-69239.1958,3.9
1969,water,5,3,1,-69226.4103,5.0
1970,water,5,3,1,-69196.1426,5.1
1971,water,5,3,1,-69135.1326,7.7
1972,water,5,3,1,-69085.5715,171.9
1973,water,5,3,1,-68970.569,1613.7
1974,pathfinder,50,1,1,-264625.0978,0.3
1975,pathfinder,50,1,1,-264536.3739,0.8
1976,pathfinder,50,1,1,-263532.5712,1.0
1977,pathfinder,50,1,1,-260695.5646,1.4
1978,pathfinder,50,1,1,-260575.6159,1.4
1979,pathfinder,50,1,1,-260048.0353,2.7
1980,pathfinder,50,1,1,-259008.4435,1518.5
1981,munin2,75,2,2,-981056.7399,2.8
1982,diabetes,50,1,3,-2673602.8868,1.0
1983,diabetes,50,1,3,-2664108.3493,1.4
1984,diabetes,50,1,3,-2658255.4067,1.6
1985,diabetes,50,1,3,-2625871.1746,3.1
1986,mildew,10,3,3,-292061.5042,0.1
1987,mildew,10,3,3,-288651.3111,0.1
1988,munin,75,1,1,-1178586.3924,1.2
1989,cancer,5,1,2,-10582.7359,0.1
1990,survey,10,2,1,-19714.3416,0.1
1991,earthquake,5,1,3,-2478.6105,0.1
1992,andes,50,1,2,-549403.2412,0.6
1993,andes,50,1,2,-547447.913,4.8
1994,andes,50,1,2,-545667.6252,6.8
1995,andes,50,1,2,-545462.6042,69.8
1996,andes,50,1,2,-544704.0731,87.3
1997,andes,50,1,2,-544465.1823,309.3
1998,andes,50,1,2,-541935.3559,2314.7
1999,andes,50,1,2,-540810.9922,2695.6
2000,barley,5,1,1,-342320.6099,0.1
2001,barley,5,1,1,-339713.1724,0.1
2002,barley,5,1,1,-335343.5854,0.2
2003,barley,5,1,1,-333519.901,1.2
2004,barley,5,1,1,-333103.0576,1.9
2005,barley,5,1,1,-331681.6114,3.8
2006,barley,5,1,1,-331668.0543,5.9
2007,barley,5,1,1,-330116.42,7.6
2008,barley,5,1,1,-329757.5578,23.3
2009,barley,5,1,1,-325427.9176,26.1
2010,barley,5,1,1,-325130.4508,413.2
2011,barley,5,1,1,-324906.8239,881.6
2012,barley,5,1,1,-324421.6221,2211.7
2013,barley,5,1,1,-324373.3086,2632.6
2014,barley,10,2,2,-356406.2389,0.1
2015,barley,10,2,2,-340519.474,0.1
2016,barley,10,2,2,-338991.1034,0.2
2017,barley,10,2,2,-338685.884,0.7
2018,barley,10,2,2,-338632.105,0.8
2019,barley,10,2,2,-337973.6948,44.7
2020,barley,10,2,2,-337504.0967,47.1
2021,barley,10,2,2,-337383.2717,147.5
2022,barley,10,2,2,-336992.4027,147.8
2023,barley,10,2,2,-336878.474,206.1
2024,barley,10,2,2,-336442.2168,258.2
2025,barley,10,2,2,-336023.1841,311.3
2026,barley,10,2,2,-335765.549,519.7
2027,barley,10,2,2,-335521.5908,1081.2
2028,barley,10,2,2,-332767.0346,1483.7
2029,barley,10,2,2,-332766.5262,2139.5
2030,link,50,1,2,-1704822.5755,1.7
2031,link,50,1,2,-1701711.8015,187.8
2032,mildew,5,1,2,-285432.3437,0.1
2033,mildew,5,1,2,-279137.5461,0.1
2034,mildew,5,1,2,-279081.3309,0.2
2035,mildew,5,1,2,-277620.3568,0.2
2036,mildew,5,1,2,-276021.2013,0.2
2037,mildew,5,1,2,-275864.9469,0.2
2038,mildew,5,1,2,-274057.8923,3.1
2039,munin,25,1,2,-1109004.96,1.4
2040,munin,25,1,2,-1108675.0651,3.1
2041,munin,25,1,2,-1105179.888,19.5
2042,munin,25,1,2,-1102399.7232,45.5
2043,munin,25,1,2,-1100181.649,98.2
2044,win95pts,50,1,1,-86480.2334,0.3
2045,win95pts,50,1,1,-86460.5042,0.4
2046,win95pts,50,1,1,-86257.9753,0.4
2047,win95pts,50,1,1,-85100.7945,3.1
2048,child,5,1,1,-68226.9865,0.1
2049,child,5,1,1,-68109.2563,0.2
2050,child,5,1,1,-68068.9171,1.5
2051,child,5,1,1,-66026.1491,1.7
2052,child,5,1,1,-65948.7057,19.1
2053,child,5,1,1,-65938.2652,20.0
2054,child,5,1,1,-65804.7694,20.1
2055,child,5,1,1,-65717.9233,25.6
2056,child,5,1,1,-65659.2425,41.9
2057,child,5,1,1,-65645.5653,51.0
2058,child,5,1,1,-65605.2947,161.8
2059,child,5,1,1,-65574.7258,584.3
2060,child,5,1,1,-63273.7424,782.9
2061,child,5,1,1,-62870.0502,1007.7
2062,child,5,1,1,-62294.2491,1507.3
2063,alarm,10,1,3,-80105.5783,0.2
2064,alarm,10,1,3,-75217.2742,0.3
2065,alarm,10,1,3,-72280.9108,0.3
2066,alarm,10,1,3,-70352.2555,0.3
2067,alarm,10,1,3,-70089.5099,0.7
2068,alarm,10,1,3,-68754.405,1.4
2069,alarm,10,1,3,-68707.8489,3.8
2070,alarm,10,1,3,-68168.3736,8.3
2071,alarm,10,1,3,-68106.5251,9.8
2072,asia,10,1,2,-12940.3779,0.1
2073,asia,10,1,2,-11548.2506,0.1
2074,sachs,10,3,1,-36952.1907,0.1
2075,andes,25,3,3,-534372.8193,0.8
2076,andes,25,3,3,-527950.828,1.2
2077,andes,25,3,3,-526977.2383,2.4
2078,andes,25,3,3,-526545.5681,7.6
2079,andes,25,3,3,-525048.0961,398.4
2080,andes,25,3,3,-524918.5263,1656.7
2081,pigs,50,1,1,-1951836.485,1.5
2082,pigs,50,1,1,-1947756.2581,6.9
2083,pigs,50,1,1,-1946785.5564,309.0
2084,pigs,50,1,1,-1941627.2737,357.9
2085,pigs,50,1,1,-1939594.8683,2278.7
2086,hepar2,25,1,1,-168842.2623,0.2
2087,hepar2,25,1,1,-168344.8273,0.2
2088,hepar2,25,1,1,-168325.8445,0.6
2089,hepar2,25,1,1,-168217.7788,2.1
2090,hepar2,25,1,1,-168215.4405,4.8
2091,hepar2,25,1,1,-168198.3333,9.8
2092,hepar2,25,1,1,-168187.3059,13.8
2093,hepar2,25,1,1,-168183.3088,25.6
2094,hepar2,25,1,1,-167938.408,41.4
2095,hepar2,25,1,1,-167924.3733,94.6
2096,hepar2,25,1,1,-167889.4346,160.0
2097,child,10,1,1,-68672.2928,0.1
2098,child,10,1,1,-68524.5687,0.1
2099,child,10,1,1,-68116.6218,0.2
2100,child,10,1,1,-67976.0613,0.2
2101,child,10,1,1,-67966.2651,0.2
2102,child,10,1,1,-67861.1817,0.2
2103,child,10,1,1,-67859.1116,0.4
2104,child,10,1,1,-67537.4395,0.4
2105,child,10,1,1,-67382.5953,0.8
2106,child,10,1,1,-66501.664,1.8
2107,child,10,1,1,-66408.786,1.9
2108,child,10,1,1,-64932.0942,3.3
2109,hepar2,25,2,2,-170772.3788,0.2
2110,hepar2,25,2,2,-169874.8786,0.3
2111,hepar2,25,2,2,-169625.0667,0.9
2112,hepar2,25,2,2,-169442.6929,7.4
2113,hepar2,25,2,2,-169359.7886,64.4
2114,hepar2,25,2,2,-169041.9898,99.6
2115,hepar2,25,2,2,-169034.826,148.6
2116,hepar2,25,2,2,-169016.4766,289.1
2117,hepar2,25,2,2,-168954.3515,683.0
2118,hepar2,25,2,2,-168698.2838,1572.5
2119,pathfinder,10,3,3,-172930.7876,0.2
2120,pathfinder,10,3,3,-169681.1928,0.3
2121,pathfinder,10,3,3,-169156.1381,1.2
2122,pathfinder,10,3,3,-168166.9872,1.2
2123,pathfinder,10,3,3,-167062.2379,8.3
2124,pathfinder,10,3,3,-166718.812,15.5
2125,pathfinder,10,3,3,-165367.9835,19.5
2126,pathfinder,10,3,3,-164868.3533,164.9
2127,pathfinder,10,3,3,-164023.7222,413.2
2128,pathfinder,10,3,3,-163977.0966,1700.4
2129,mildew,5,1,3,-286154.3532,0.1
2130,mildew,5,1,3,-283652.7261,0.1
2131,mildew,5,1,3,-280689.1378,0.1
2132,mildew,5,1,3,-280388.1546,0.2
2133,mildew,5,1,3,-278886.0599,0.2
2134,mildew,5,1,3,-277500.735,0.2
2135,mildew,5,1,3,-276662.5171,0.2
2136,mildew,5,1,3,-276250.4335,1.3
2137,mildew,5,1,3,-275820.4789,2.4
2138,mildew,5,1,3,-274798.3152,13.5
2139,mildew,5,1,3,-274477.9027,329.3
2140,mildew,5,1,3,-274044.5333,506.8
2141,barley,10,1,3,-342575.4967,0.2
2142,barley,10,1,3,-342286.9479,1.2
2143,barley,10,1,3,-341445.7326,3.0
2144,barley,10,1,3,-341070.6914,4.0
2145,barley,10,1,3,-339975.8714,5.3
2146,barley,10,1,3,-339638.3105,6.2
2147,barley,10,1,3,-338204.1722,10.7
2148,barley,10,1,3,-338191.6129,47.2
2149,barley,10,1,3,-337549.161,86.1
2150,barley,10,1,3,-334851.3383,139.5
2151,barley,10,1,3,-333668.1745,1224.4
2152,insurance,5,3,2,-80592.5559,0.1
2153,insurance,5,3,2,-76118.0802,0.2
2154,insurance,5,3,2,-71891.0682,0.2
2155,insurance,5,3,2,-71690.0904,0.2
2156,insurance,5,3,2,-70709.2798,0.4
2157,insurance,5,3,2,-70687.6012,1.0
2158,insurance,5,3,2,-70606.3157,2.7
2159,insurance,5,3,2,-70216.6601,2.8
2160,insurance,5,3,2,-70125.6297,28.0
2161,insurance,5,3,2,-70074.7833,124.3
2162,insurance,5,3,2,-70072.42,323.0
2163,pathfinder,25,2,2,-201374.6971,0.3
2164,pathfinder,25,2,2,-200547.3732,0.4
2165,pathfinder,25,2,2,-192098.6006,0.5
2166,pathfinder,25,2,2,-191101.2376,0.6
2167,pathfinder,25,2,2,-190231.1862,15.2
2168,pathfinder,25,2,2,-190148.8616,118.1
2169,pathfinder,25,2,2,-189404.8893,145.7
2170,pathfinder,25,2,2,-188620.3489,475.3
2171,pathfinder,25,2,2,-188470.6091,528.0
2172,pathfinder,25,2,2,-187790.8532,1005.2
2173,hailfinder,10,3,1,-294842.5913,0.2
2174,hailfinder,10,3,1,-284389.4625,0.2
2175,hailfinder,10,3,1,-278983.1403,0.6
2176,hailfinder,10,3,1,-278901.5672,144.9
2177,hailfinder,10,3,1,-278058.4962,176.0
2178,hailfinder,10,3,1,-278024.593,233.4
2179,hailfinder,10,3,1,-273917.6902,311.4
2180,hailfinder,10,3,1,-273617.042,2113.6
2181,hailfinder,10,3,1,-272608.8548,2798.6
2182,link,25,3,3,-1684136.3104,2.0
2183,link,25,3,3,-1672425.0793,25.3
2184,munin3,50,1,1,-973778.2133,4.0
2185,mildew,10,1,2,-295065.8497,0.1
2186,mildew,10,1,2,-291669.6585,0.1
2187,mildew,10,1,2,-286417.0089,0.2
2188,mildew,10,1,2,-284827.8663,3.0
2189,mildew,10,1,2,-281998.7658,4.8
2190,mildew,10,1,2,-281975.1191,7.5
2191,mildew,10,1,2,-281322.6756,52.9
2192,asia,10,1,1,-12940.3779,0.1
2193,asia,10,1,1,-11548.2506,0.1
2194,win95pts,50,3,3,-86916.041,0.3
2195,win95pts,50,3,3,-86006.2835,0.4
2196,win95pts,50,3,3,-86004.0093,1.0
2197,win95pts,50,3,3,-85991.3327,1.1
2198,win95pts,50,3,3,-85991.3327,2.8
2199,win95pts,50,3,3,-85636.0912,3.2
2200,win95pts,50,3,3,-85496.1662,5.5
2201,win95pts,50,3,3,-85496.1662,147.9
2202,win95pts,50,3,3,-83819.7742,841.7
2203,win95pts,50,3,3,-83778.9916,1151.7
2204,win95pts,50,3,3,-83299.5509,2225.3
2205,win95pts,50,3,3,-83270.1723,2978.3
2206,link,75,2,1,-1731320.5428,1.0
2207,link,75,2,1,-1728812.0084,1.6
2208,link,75,2,1,-1722050.7784,6.4
2209,link,75,2,1,-1715248.1217,12.7
2210,munin2,50,2,1,-964826.6731,2.4
2211,water,10,2,2,-73320.7188,0.1
2212,water,10,2,2,-72790.1717,0.4
2213,water,10,2,2,-72713.3473,0.6
2214,water,10,2,2,-72672.9289,1.4
2215,water,10,2,2,-72671.1054,1.8
2216,water,10,2,2,-72669.4853,5.0
2217,water,10,2,2,-72629.0669,21.0
2218,munin1,25,1,3,-317643.0017,0.3
2219,munin1,25,1,3,-313304.2078,0.5
2220,munin1,25,1,3,-312385.8389,0.6
2221,munin1,25,1,3,-309371.7032,0.6
2222,munin1,25,1,3,-306298.4666,0.7
2223,munin1,25,1,3,-306281.694,75.4
2224,munin1,25,1,3,-304487.9163,247.4
2225,munin1,25,1,3,-303954.9841,1916.4
2226,earthquake,5,2,3,-2478.6105,0.1
2227,munin3,25,3,3,-959873.2463,3.6
2228,munin3,25,3,3,-954736.1502,14.1
2229,munin3,25,3,3,-952139.8526,80.0
2230,munin3,25,3,3,-946027.9986,236.3
2231,diabetes,50,3,2,-2699634.2014,0.8
2232,diabetes,50,3,2,-2694562.0208,1.1
2233,diabetes,50,3,2,-2676952.4483,1.3
2234,diabetes,50,3,2,-2663025.9528,3.0
2235,diabetes,50,3,2,-2654015.9877,113.2
2236,diabetes,50,3,2,-2651616.6905,198.4
2237,munin2,75,2,3,-984088.5841,2.7
2238,munin2,75,2,3,-982001.2309,4.2
2239,munin2,75,2,3,-981134.4024,11.9
2240,munin2,75,2,3,-979695.2845,25.9
2241,asia,5,2,3,-11548.2506,0.1
2242,link,75,3,3,-1732524.7992,1.8
2243,link,75,3,3,-1730792.6574,48.8
2244,munin2,25,1,3,-941063.865,2.4
2245,survey,5,2,1,-19714.3416,0.1
2246,pigs,50,3,2,-1944335.4077,1.5
2247,pigs,50,3,2,-1940216.8795,16.7
2248,cancer,5,1,3,-10582.7359,0.1
2249,munin,50,2,3,-1136068.2658,1.3
2250,munin1,50,3,2,-376368.6023,0.3
2251,munin1,50,3,2,-364100.4831,0.5
2252,munin1,50,3,2,-361147.2551,0.7
2253,munin1,50,3,2,-357953.6623,1.0
2254,munin1,50,3,2,-357747.5483,8.1
2255,munin1,50,3,2,-356399.9385,37.3
2256,munin1,50,3,2,-346781.9199,1873.0
2257,alarm,5,3,3,-66504.4459,0.3
2258,alarm,5,3,3,-63545.8062,0.3
2259,alarm,5,3,3,-62083.6349,0.3
2260,alarm,5,3,3,-61625.3493,1.3
2261,alarm,5,3,3,-60535.5993,1.5
2262,alarm,5,3,3,-59546.5017,1.6
2263,alarm,5,3,3,-58155.019,4.7
2264,alarm,5,3,3,-57791.2771,13.6
2265,alarm,5,3,3,-57765.0848,13.6
2266,alarm,5,3,3,-57579.061,226.8
2267,alarm,5,3,3,-57396.0558,229.3
2268,alarm,5,3,3,-57351.7944,412.1
2269,alarm,5,3,3,-57302.3842,2653.4
2270,munin3,25,2,3,-946323.8081,3.9
2271,insurance,5,2,2,-84675.4349,0.2
2272,insurance,5,2,2,-83700.7306,0.2
2273,insurance,5,2,2,-78454.8015,0.2
2274,insurance,5,2,2,-77371.2715,0.2
2275,insurance,5,2,2,-77250.8636,2.7
2276,insurance,5,2,2,-76920.9202,3.3
2277,insurance,5,2,2,-76873.0025,6.9
2278,insurance,5,2,2,-76839.9742,6.9
2279,insurance,5,2,2,-76743.7269,7.9
2280,insurance,5,2,2,-76575.8996,10.6
2281,insurance,5,2,2,-76564.229,12.0
2282,insurance,5,2,2,-76316.7533,20.1
2283,insurance,5,2,2,-76297.4395,27.0
2284,insurance,5,2,2,-76229.8846,1348.6
2285,asia,10,3,2,-12837.5126,0.1
2286,pathfinder,10,2,3,-178715.57,0.2
2287,pathfinder,10,2,3,-177130.4805,0.3
2288,pathfinder,10,2,3,-174915.681,0.5
2289,pathfinder,10,2,3,-174279.9661,0.6
2290,pathfinder,10,2,3,-174080.0995,1.2
2291,pathfinder,10,2,3,-173851.375,1.3
2292,pathfinder,10,2,3,-173624.0376,1.7
2293,pathfinder,10,2,3,-172407.2173,4.8
2294,pathfinder,10,2,3,-171302.7551,11.3
2295,pathfinder,10,2,3,-170218.6194,66.1
2296,pathfinder,10,2,3,-169406.8211,129.8
2297,pathfinder,10,2,3,-168676.4736,838.5
2298,pathfinder,10,2,3,-168664.2417,1622.1
2299,pathfinder,10,2,3,-168576.5412,1923.7
2300,pathfinder,10,2,3,-168436.5915,2035.3
2301,pathfinder,10,2,3,-167874.2223,2742.0
2302,diabetes,10,3,2,-2412091.896,0.4
2303,diabetes,10,3,2,-2406681.6943,0.6
2304,diabetes,10,3,2,-2335859.4058,0.8
2305,barley,10,1,1,-347502.3902,0.1
2306,barley,10,1,1,-345986.4121,0.1
2307,barley,10,1,1,-345464.3242,0.9
2308,barley,10,1,1,-345342.7159,1.1
2309,barley,10,1,1,-344403.0064,1.5
2310,barley,10,1,1,-344239.6764,1.6
2311,barley,10,1,1,-340988.209,1.8
2312,barley,10,1,1,-340602.3206,2.8
2313,barley,10,1,1,-339410.9659,3.9
2314,barley,10,1,1,-338973.8677,16.1
2315,barley,10,1,1,-338939.9563,24.6
2316,barley,10,1,1,-338800.4134,42.5
2317,barley,10,1,1,-338478.6204,50.5
2318,barley,10,1,1,-338422.731,93.7
2319,barley,10,1,1,-337866.7269,148.2
2320,barley,10,1,1,-334448.9595,178.3
2321,barley,10,1,1,-334167.6567,820.9
2322,barley,10,1,1,-334055.3415,2747.9
2323,hailfinder,25,1,2,-290883.5492,0.2
2324,hailfinder,25,1,2,-289616.9183,0.2
2325,hailfinder,25,1,2,-287850.8361,0.2
2326,hailfinder,25,1,2,-287533.7716,0.4
2327,hailfinder,25,1,2,-286664.1407,0.7
2328,hailfinder,25,1,2,-285691.5779,0.7
2329,hailfinder,25,1,2,-284106.9673,0.8
2330,hailfinder,25,1,2,-284105.9112,4.1
2331,hailfinder,25,1,2,-282736.2853,4.5
2332,hailfinder,25,1,2,-282324.8224,6.6
2333,hailfinder,25,1,2,-282324.6541,1438.5
2334,hailfinder,25,1,2,-282302.5109,2558.9
2335,munin4,75,2,1,-1156466.9255,1.7
2336,munin4,75,2,1,-1154476.1292,35.9
2337,munin4,75,2,1,-1153031.4522,36.8
2338,munin4,75,2,1,-1150323.4571,369.2
2339,mildew,5,3,3,-279517.1218,0.1
2340,mildew,5,3,3,-277547.7629,0.1
2341,mildew,5,3,3,-277136.6198,0.2
2342,mildew,5,3,3,-277034.2453,0.2
2343,mildew,5,3,3,-276800.0479,0.2
2344,mildew,5,3,3,-276592.3806,0.2
2345,mildew,5,3,3,-276481.595,0.3
2346,mildew,5,3,3,-275926.483,0.3
2347,mildew,5,3,3,-275814.5949,0.4
2348,mildew,5,3,3,-275754.6321,0.8
2349,mildew,5,3,3,-275518.3479,3.8
2350,mildew,5,3,3,-275485.1031,7.3
2351,mildew,5,3,3,-275485.103,41.9
2352,mildew,5,3,3,-275471.7441,82.9
2353,munin2,50,3,2,-961186.728,2.8
2354,munin2,50,3,2,-958924.0126,7.7
2355,water,5,1,3,-73487.9758,0.1
2356,water,5,1,3,-72809.4524,0.1
2357,water,5,1,3,-71991.3483,0.2
2358,water,5,1,3,-71880.7946,0.2
2359,water,5,1,3,-70565.1502,0.2
2360,water,5,1,3,-70563.3953,0.6
2361,water,5,1,3,-70419.4158,0.7
2362,water,5,1,3,-70296.1208,1.1
2363,water,5,1,3,-70261.5253,1.9
2364,water,5,1,3,-69901.1065,2.3
2365,water,5,1,3,-69836.4538,10.8
2366,water,5,1,3,-69765.1786,18.1
2367,water,5,1,3,-69759.6294,57.9
2368,water,5,1,3,-69757.8745,99.1
2369,water,5,1,3,-69754.2327,185.9
2370,water,5,1,3,-69748.6835,333.7
2371,water,5,1,3,-69746.9286,358.8
2372,sachs,5,1,1,-38733.528,0.1
2373,sachs,5,1,1,-38733.5256,0.1
2374,sachs,5,1,1,-38733.5124,0.2
2375,sachs,5,1,1,-38733.5099,0.2
2376,sachs,5,1,1,-38733.5099,0.5
2377,andes,25,3,2,-533947.4781,0.8
2378,andes,25,3,2,-533034.2444,1.1
2379,andes,25,3,2,-530051.1077,1.6
2380,andes,25,3,2,-528102.409,2.7
2381,andes,25,3,2,-527101.8734,74.5
2382,andes,25,3,2,-526947.3341,240.4
2383,andes,25,3,2,-526885.0923,2349.3
2384,munin3,75,3,2,-1003927.597,2.3
2385,munin3,75,3,2,-1000215.3288,4.2
2386,munin3,75,3,2,-994968.9851,23.0
2387,win95pts,25,2,2,-80590.7821,0.3
2388,win95pts,25,2,2,-80112.6295,0.4
2389,win95pts,25,2,2,-77644.87,0.5
2390,win95pts,25,2,2,-77366.9601,0.8
2391,win95pts,25,2,2,-77337.6661,1.4
2392,win95pts,25,2,2,-77222.088,1.6
2393,win95pts,25,2,2,-76698.1933,2.1
2394,win95pts,25,2,2,-76360.1649,7.9
2395,win95pts,25,2,2,-76122.9573,148.5
2396,sachs,10,2,3,-36512.3182,0.1
2397,sachs,10,2,3,-36512.3026,0.4
2398,pigs,75,1,2,-1996127.6609,1.3
2399,pigs,75,1,2,-1976925.8308,2.9
2400,pigs,75,1,2,-1976702.7991,1363.8
2401,pigs,75,1,2,-1975588.2904,2656.3
2402,pigs,75,1,2,-1964297.4761,3033.2
2403,earthquake,5,3,2,-2478.6105,0.1
2404,mildew,5,2,2,-286684.8575,0.1
2405,mildew,5,2,2,-283311.8698,0.1
2406,mildew,5,2,2,-282257.4211,0.2
2407,mildew,5,2,2,-280216.5973,0.2
2408,mildew,5,2,2,-279095.7537,0.3
2409,mildew,5,2,2,-278781.9224,0.4
2410,mildew,5,2,2,-275626.5784,0.5
2411,mildew,5,2,2,-275421.1621,0.9
2412,mildew,5,2,2,-275230.1595,1.7
2413,mildew,5,2,2,-275202.2247,3.0
2414,mildew,5,2,2,-274513.8287,4.4
2415,mildew,5,2,2,-274444.7353,6.7
2416,mildew,5,2,2,-274372.4364,13.9
2417,munin4,50,3,3,-1115295.326,1.9
2418,munin4,50,3,3,-1113490.6598,33.4
2419,andes,25,3,1,-529633.2782,0.8
2420,andes,25,3,1,-529129.7339,2.2
