index,instance,numcons,conseed,slimseed,budget,timeout,farc,score,ts
1538,munin4,75,1,1,20,10,no,-1133907.7798,742.3
1539,munin4,75,1,1,20,10,no,-1132189.4644,779.6
1540,munin4,75,1,1,20,10,no,-1131079.528,805.9
1541,munin4,75,1,1,20,10,no,-1130711.5231,996.5
1542,munin4,75,1,1,20,10,no,-1130674.7627,1145.4
1543,diabetes,25,3,2,20,5,yes,-2498301.6626,20.4
1544,diabetes,25,3,2,20,5,yes,-2495639.3713,27.3
1545,diabetes,25,3,2,20,5,yes,-2485513.7994,34.2
1546,diabetes,25,3,2,20,5,yes,-2485454.0885,41.0
1547,diabetes,25,3,2,20,5,yes,-2481110.7794,47.8
1548,diabetes,25,3,2,20,5,yes,-2480647.904,61.7
1549,diabetes,25,3,2,20,5,yes,-2466953.0105,68.6
1550,diabetes,25,3,2,20,5,yes,-2464880.8914,75.6
1551,diabetes,25,3,2,20,5,yes,-2461496.1733,82.4
1552,diabetes,25,3,2,20,5,yes,-2459870.5351,89.2
1553,diabetes,25,3,2,20,5,yes,-2459656.8601,96.3
1554,diabetes,25,3,2,20,5,yes,-2455685.5648,103.6
1555,diabetes,25,3,2,20,5,yes,-2455564.1469,123.4
1556,diabetes,25,3,2,20,5,yes,-2449039.2683,137.8
1557,diabetes,25,3,2,20,5,yes,-2447071.9407,145.8
1558,diabetes,25,3,2,20,5,yes,-2444757.9993,173.8
1559,diabetes,25,3,2,20,5,yes,-2440773.3318,180.7
1560,diabetes,25,3,2,20,5,yes,-2439746.883,188.5
1561,diabetes,25,3,2,20,5,yes,-2439266.325,232.5
1562,diabetes,25,3,2,20,5,yes,-2437338.9298,253.0
1563,diabetes,25,3,2,20,5,yes,-2436995.0795,267.4
1564,diabetes,25,3,2,20,5,yes,-2436004.9541,288.9
1565,diabetes,25,3,2,20,5,yes,-2435769.4128,296.8
1566,diabetes,25,3,2,20,5,yes,-2435429.5224,311.3
1567,diabetes,25,3,2,20,5,yes,-2433141.8058,320.1
1568,diabetes,25,3,2,20,5,yes,-2427921.5714,338.1
1569,diabetes,25,3,2,20,5,yes,-2425848.0602,345.8
1570,diabetes,25,3,2,20,5,yes,-2424197.5213,377.8
1571,diabetes,25,3,2,20,5,yes,-2424193.1086,387.0
1572,diabetes,25,3,2,20,5,yes,-2424163.2365,498.1
1573,diabetes,25,3,2,20,5,yes,-2424012.7934,512.5
1574,diabetes,25,3,2,20,5,yes,-2418310.7597,593.5
1575,diabetes,25,3,2,20,5,yes,-2415515.5466,619.6
1576,diabetes,25,3,2,20,5,yes,-2415395.8998,640.6
1577,diabetes,25,3,2,20,5,yes,-2415355.3504,714.8
1578,diabetes,25,3,2,20,5,yes,-2414722.4054,718.9
1579,diabetes,25,3,2,20,5,yes,-2414049.5008,755.7
1580,diabetes,25,3,2,20,5,yes,-2413926.0769,793.5
1581,diabetes,25,3,2,20,5,yes,-2411221.0581,934.7
1582,diabetes,25,3,2,20,5,yes,-2410089.0372,962.6
1583,diabetes,25,3,2,20,5,yes,-2406474.9845,980.5
1584,diabetes,25,3,2,20,5,yes,-2404936.1697,1022.7
1585,diabetes,25,3,2,20,5,yes,-2401793.9262,1136.2
1586,diabetes,25,3,2,20,5,yes,-2398430.358,1156.7
1587,diabetes,25,3,2,20,5,yes,-2393354.6458,1212.8
1588,diabetes,25,3,2,20,5,yes,-2390876.1297,1296.1
1589,diabetes,25,3,2,20,5,yes,-2387607.6145,1413.7
1590,diabetes,25,3,2,20,5,yes,-2386660.7871,1607.8
1591,diabetes,25,3,2,20,5,yes,-2386228.3083,1668.9
1592,diabetes,25,3,2,20,5,yes,-2386211.9049,1719.8
1593,diabetes,25,3,2,20,5,yes,-2386170.119,1728.8
1594,diabetes,25,3,2,20,5,yes,-2386069.2858,1753.1
1595,diabetes,25,3,2,20,5,yes,-2384475.9241,1800.9
1596,win95pts,25,1,2,20,10,yes,-70884.0472,11.2
1597,win95pts,25,1,2,20,10,yes,-70810.4382,22.5
1598,win95pts,25,1,2,20,10,yes,-70236.3423,23.5
1599,win95pts,25,1,2,20,10,yes,-62665.9761,46.5
1600,win95pts,25,1,2,20,10,yes,-60845.2805,82.5
1601,win95pts,25,1,2,20,10,yes,-59579.2779,106.5
1602,win95pts,25,1,2,20,10,yes,-59166.9814,131.7
1603,win95pts,25,1,2,20,10,yes,-58719.9588,271.7
1604,win95pts,25,1,2,20,10,yes,-57082.3379,284.5
1605,win95pts,25,1,2,20,10,yes,-56570.4074,297.0
1606,win95pts,25,1,2,20,10,yes,-56536.0078,347.3
1607,win95pts,25,1,2,20,10,yes,-56436.0271,470.1
1608,win95pts,25,1,2,20,10,yes,-55942.0714,482.4
1609,mildew,10,3,1,20,5,yes,-284916.8343,5.4
1610,mildew,10,3,1,20,5,yes,-279768.9734,11.1
1611,mildew,10,3,1,20,5,yes,-273191.5857,16.9
1612,mildew,10,3,1,20,5,yes,-270567.2964,28.4
1613,mildew,10,3,1,20,5,yes,-267483.8854,40.3
1614,mildew,10,3,1,20,5,yes,-266478.0041,62.8
1615,mildew,10,3,1,20,5,yes,-266431.4003,69.1
1616,mildew,10,3,1,20,5,yes,-264688.961,87.0
1617,mildew,10,3,1,20,5,yes,-264688.961,640.0
1618,mildew,10,3,1,20,5,yes,-264688.961,1059.1
1619,mildew,10,3,1,20,5,yes,-264688.961,1373.4
1620,mildew,10,3,1,20,5,yes,-264688.961,1615.5
1621,pathfinder,50,2,2,20,10,no,-244787.4301,27.1
1622,pathfinder,50,2,2,20,10,no,-227227.4465,62.3
1623,pathfinder,50,2,2,20,10,no,-212137.6963,130.3
1624,pathfinder,50,2,2,20,10,no,-210969.0707,142.7
1625,pathfinder,50,2,2,20,10,no,-208803.6571,265.3
1626,pathfinder,50,2,2,20,10,no,-207679.4579,356.5
1627,alarm,5,1,1,20,5,no,-57144.0434,5.9
1628,alarm,5,1,1,20,5,no,-57029.519,12.3
1629,andes,50,1,2,20,10,no,-543294.5146,11.6
1630,andes,50,1,2,20,10,no,-542251.7493,23.0
1631,andes,50,1,2,20,10,no,-541773.4445,34.4
1632,andes,50,1,2,20,10,no,-541267.0727,36.5
1633,andes,50,1,2,20,10,no,-540690.1567,47.8
1634,andes,50,1,2,20,10,no,-540663.8041,77.1
1635,andes,50,1,2,20,10,no,-539714.2607,141.6
1636,andes,50,1,2,20,10,no,-539373.156,142.8
1637,andes,50,1,2,20,10,no,-538129.8324,154.0
1638,andes,50,1,2,20,10,no,-537919.6523,176.6
1639,andes,50,1,2,20,10,no,-537736.7606,177.8
1640,andes,50,1,2,20,10,no,-535606.3758,189.1
1641,andes,50,1,2,20,10,no,-535594.7622,200.4
1642,andes,50,1,2,20,10,no,-532748.8205,201.8
1643,andes,50,1,2,20,10,no,-532389.3047,203.7
1644,andes,50,1,2,20,10,no,-532384.2783,226.7
1645,andes,50,1,2,20,10,no,-532255.628,241.4
1646,andes,50,1,2,20,10,no,-532252.7024,284.4
1647,andes,50,1,2,20,10,no,-532211.7068,287.0
1648,andes,50,1,2,20,10,no,-532086.5965,289.4
1649,andes,50,1,2,20,10,no,-530256.5275,300.7
1650,andes,50,1,2,20,10,no,-530256.5274,302.5
1651,andes,50,1,2,20,10,no,-530247.4156,304.5
1652,andes,50,1,2,20,10,no,-530240.8497,347.5
1653,andes,50,1,2,20,10,no,-529754.1298,381.2
1654,andes,50,1,2,20,10,no,-528336.2673,392.6
1655,andes,50,1,2,20,10,no,-528252.2495,436.5
1656,andes,50,1,2,20,10,no,-524970.7958,439.6
1657,andes,50,1,2,20,10,no,-524964.3945,450.8
1658,andes,50,1,2,20,10,no,-524603.7161,462.4
1659,andes,50,1,2,20,10,no,-524194.8479,464.2
1660,andes,50,1,2,20,10,no,-524168.6823,487.2
1661,andes,50,1,2,20,10,no,-524144.6069,499.0
1662,andes,50,1,2,20,10,no,-523832.38,534.4
1663,andes,50,1,2,20,10,no,-523547.5922,546.3
1664,andes,50,1,2,20,10,no,-523547.5922,560.5
1665,andes,50,1,2,20,10,no,-523350.8915,590.2
1666,andes,50,1,2,20,10,no,-522480.8753,634.2
1667,andes,50,1,2,20,10,no,-522366.5437,646.2
1668,andes,50,1,2,20,10,no,-521886.9209,669.2
1669,andes,50,1,2,20,10,no,-521549.3762,692.3
1670,andes,50,1,2,20,10,no,-521446.1891,752.6
1671,andes,50,1,2,20,10,no,-521443.6605,778.2
1672,andes,50,1,2,20,10,no,-520295.8608,781.1
1673,andes,50,1,2,20,10,no,-519398.1884,795.3
1674,andes,50,1,2,20,10,no,-519332.5941,808.2
1675,andes,50,1,2,20,10,no,-518825.5661,816.8
1676,andes,50,1,2,20,10,no,-518412.8143,842.8
1677,andes,50,1,2,20,10,no,-518390.014,857.7
1678,andes,50,1,2,20,10,no,-518390.014,869.1
1679,andes,50,1,2,20,10,no,-518212.3641,882.5
1680,andes,50,1,2,20,10,no,-517403.24,885.7
1681,andes,50,1,2,20,10,no,-517175.4277,933.6
1682,andes,50,1,2,20,10,no,-516625.1803,957.8
1683,andes,50,1,2,20,10,no,-516623.234,969.3
1684,andes,50,1,2,20,10,no,-516492.5194,981.5
1685,andes,50,1,2,20,10,no,-516468.6285,993.8
1686,andes,50,1,2,20,10,no,-516466.1923,1005.2
1687,andes,50,1,2,20,10,no,-516356.0907,1020.1
1688,andes,50,1,2,20,10,no,-516354.9487,1070.2
1689,andes,50,1,2,20,10,no,-516328.727,1144.0
1690,andes,50,1,2,20,10,no,-516218.829,1202.2
1691,andes,50,1,2,20,10,no,-516126.1285,1213.6
1692,andes,50,1,2,20,10,no,-516094.2009,1227.4
1693,andes,50,1,2,20,10,no,-516090.8066,1229.1
1694,andes,50,1,2,20,10,no,-516059.5704,1242.1
1695,andes,50,1,2,20,10,no,-516048.0049,1279.0
1696,andes,50,1,2,20,10,no,-516044.3506,1291.9
1697,andes,50,1,2,20,10,no,-516011.2079,1314.9
1698,andes,50,1,2,20,10,no,-515767.3939,1338.4
1699,andes,50,1,2,20,10,no,-515757.1509,1433.9
1700,andes,50,1,2,20,10,no,-515747.1934,1445.2
1701,andes,50,1,2,20,10,no,-515742.3202,1457.0
1702,andes,50,1,2,20,10,no,-515714.9114,1470.1
1703,andes,50,1,2,20,10,no,-514687.1384,1482.4
1704,andes,50,1,2,20,10,no,-514681.0037,1566.2
1705,andes,50,1,2,20,10,no,-514529.0502,1593.8
1706,andes,50,1,2,20,10,no,-514529.0501,1701.3
1707,andes,50,1,2,20,10,no,-514333.8486,1712.7
1708,andes,50,1,2,20,10,no,-514220.4727,1724.2
1709,andes,50,1,2,20,10,no,-514196.1384,1775.6
1710,munin,25,2,2,20,10,no,-1094777.1723,1594.1
1711,munin,25,2,2,20,10,no,-1093671.891,1616.3
1712,munin,25,2,2,20,10,no,-1093121.9113,1656.5
1713,munin,25,2,2,20,10,no,-1093044.8449,1694.5
1714,munin,25,2,2,20,10,no,-1093033.8925,1771.4
1715,munin,25,2,2,20,10,no,-1092917.2233,1809.9
1716,munin3,25,3,2,20,10,no,-949633.3106,405.0
1717,barley,10,3,1,20,10,yes,-334573.3234,10.5
1718,barley,10,3,1,20,10,yes,-329766.4231,21.2
1719,barley,10,3,1,20,10,yes,-318231.4895,31.9
1720,barley,10,3,1,20,10,yes,-318031.6866,64.5
1721,barley,10,3,1,20,10,yes,-315558.3819,87.0
1722,barley,10,3,1,20,10,yes,-315365.463,153.6
1723,barley,10,3,1,20,10,yes,-310205.14,186.1
1724,barley,10,3,1,20,10,yes,-306606.2065,197.6
1725,barley,10,3,1,20,10,yes,-306079.7811,244.1
1726,barley,10,3,1,20,10,yes,-306030.9267,277.3
1727,hepar2,10,2,2,20,10,no,-165600.7659,10.7
1728,hepar2,10,2,2,20,10,no,-165280.3874,22.0
1729,hepar2,10,2,2,20,10,no,-165251.7204,43.6
1730,hepar2,10,2,2,20,10,no,-165148.9107,55.2
1731,hepar2,10,2,2,20,10,no,-165137.0115,144.3
1732,hepar2,10,2,2,20,10,no,-165136.7179,181.4
1733,hepar2,10,2,2,20,10,no,-165118.9002,226.9
1734,hepar2,10,2,2,20,10,no,-165102.7581,251.2
1735,hepar2,10,2,2,20,10,no,-165102.757,876.7
1736,link,25,3,1,20,10,yes,-1671394.7206,15.2
1737,link,25,3,1,20,10,yes,-1669765.0149,18.6
1738,link,25,3,1,20,10,yes,-1669739.5252,31.9
1739,link,25,3,1,20,10,yes,-1664307.197,45.1
1740,link,25,3,1,20,10,yes,-1664235.9354,63.4
1741,link,25,3,1,20,10,yes,-1664159.8545,76.8
1742,link,25,3,1,20,10,yes,-1664153.7237,80.1
1743,link,25,3,1,20,10,yes,-1664147.0873,93.4
1744,link,25,3,1,20,10,yes,-1657514.4833,106.6
1745,link,25,3,1,20,10,yes,-1657262.0079,133.5
1746,link,25,3,1,20,10,yes,-1656979.6776,161.9
1747,link,25,3,1,20,10,yes,-1656747.3728,198.2
1748,link,25,3,1,20,10,yes,-1656706.7094,202.8
1749,link,25,3,1,20,10,yes,-1648329.2086,220.8
1750,link,25,3,1,20,10,yes,-1648144.014,261.7
1751,link,25,3,1,20,10,yes,-1648110.2669,290.1
1752,link,25,3,1,20,10,yes,-1647806.1802,400.1
1753,link,25,3,1,20,10,yes,-1647704.4024,435.2
1754,link,25,3,1,20,10,yes,-1645141.5399,512.7
1755,link,25,3,1,20,10,yes,-1645106.0231,558.1
1756,link,25,3,1,20,10,yes,-1644944.177,664.2
1757,link,25,3,1,20,10,yes,-1644828.529,703.0
1758,link,25,3,1,20,10,yes,-1642322.1938,972.8
1759,link,25,3,1,20,10,yes,-1640734.1114,1005.0
1760,link,25,3,1,20,10,yes,-1640688.5686,1079.6
1761,link,25,3,1,20,10,yes,-1640399.5139,1096.3
1762,link,25,3,1,20,10,yes,-1640399.5138,1250.2
1763,link,25,3,1,20,10,yes,-1639768.5262,1325.6
1764,link,25,3,1,20,10,yes,-1639767.9176,1363.6
1765,link,25,3,1,20,10,yes,-1639732.7209,1587.4
1766,link,25,3,1,20,10,yes,-1639602.9116,1656.6
1767,link,25,3,1,20,10,yes,-1639602.9116,1709.7
1768,link,25,3,1,20,10,yes,-1639602.879,1715.1
1769,link,25,3,1,20,10,yes,-1639601.6267,1743.5
1770,link,25,3,1,20,10,yes,-1639601.6266,1778.5
1771,link,25,3,1,20,10,yes,-1639601.6265,1801.9
1772,diabetes,25,2,1,20,5,yes,-2470358.5318,9.1
1773,diabetes,25,2,1,20,5,yes,-2469082.1573,15.1
1774,diabetes,25,2,1,20,5,yes,-2468561.7075,21.0
1775,diabetes,25,2,1,20,5,yes,-2464329.4911,46.9
1776,diabetes,25,2,1,20,5,yes,-2452072.9288,53.8
1777,diabetes,25,2,1,20,5,yes,-2450364.3631,60.8
1778,diabetes,25,2,1,20,5,yes,-2449758.4735,76.5
1779,diabetes,25,2,1,20,5,yes,-2448353.8123,82.6
1780,diabetes,25,2,1,20,5,yes,-2446889.5683,91.8
1781,diabetes,25,2,1,20,5,yes,-2445631.5173,104.1
1782,diabetes,25,2,1,20,5,yes,-2440180.1161,110.2
1783,diabetes,25,2,1,20,5,yes,-2436457.2812,116.6
1784,diabetes,25,2,1,20,5,yes,-2435818.9279,139.2
1785,diabetes,25,2,1,20,5,yes,-2428681.4298,148.4
1786,diabetes,25,2,1,20,5,yes,-2421044.2646,154.6
1787,diabetes,25,2,1,20,5,yes,-2414196.3562,160.8
1788,diabetes,25,2,1,20,5,yes,-2409948.7112,204.3
1789,diabetes,25,2,1,20,5,yes,-2409054.779,210.3
1790,diabetes,25,2,1,20,5,yes,-2403428.787,222.5
1791,diabetes,25,2,1,20,5,yes,-2402394.3312,228.7
1792,diabetes,25,2,1,20,5,yes,-2397847.7698,240.9
1793,diabetes,25,2,1,20,5,yes,-2393036.7044,253.5
1794,diabetes,25,2,1,20,5,yes,-2393036.6623,304.0
1795,diabetes,25,2,1,20,5,yes,-2387487.4648,320.2
1796,diabetes,25,2,1,20,5,yes,-2383200.5197,325.7
1797,diabetes,25,2,1,20,5,yes,-2383083.3872,346.4
1798,diabetes,25,2,1,20,5,yes,-2382582.2698,354.2
1799,diabetes,25,2,1,20,5,yes,-2381746.6835,366.6
1800,diabetes,25,2,1,20,5,yes,-2375394.0895,373.5
1801,diabetes,25,2,1,20,5,yes,-2374640.6542,379.9
1802,diabetes,25,2,1,20,5,yes,-2374184.8413,411.8
1803,diabetes,25,2,1,20,5,yes,-2372543.7097,428.0
1804,diabetes,25,2,1,20,5,yes,-2372366.4412,502.7
1805,diabetes,25,2,1,20,5,yes,-2372218.6097,584.7
1806,diabetes,25,2,1,20,5,yes,-2369423.3584,644.0
1807,diabetes,25,2,1,20,5,yes,-2369308.7131,650.7
1808,diabetes,25,2,1,20,5,yes,-2369233.9645,694.8
1809,diabetes,25,2,1,20,5,yes,-2368743.061,713.5
1810,diabetes,25,2,1,20,5,yes,-2368705.7563,733.6
1811,diabetes,25,2,1,20,5,yes,-2368658.8959,755.1
1812,diabetes,25,2,1,20,5,yes,-2368632.2475,768.2
1813,diabetes,25,2,1,20,5,yes,-2368626.3353,827.1
1814,diabetes,25,2,1,20,5,yes,-2365236.4707,833.8
1815,diabetes,25,2,1,20,5,yes,-2365004.2375,845.9
1816,diabetes,25,2,1,20,5,yes,-2364037.3004,854.2
1817,diabetes,25,2,1,20,5,yes,-2363692.0792,898.4
1818,diabetes,25,2,1,20,5,yes,-2363308.2885,1013.3
1819,diabetes,25,2,1,20,5,yes,-2363083.8546,1047.4
1820,diabetes,25,2,1,20,5,yes,-2362757.7596,1110.5
1821,diabetes,25,2,1,20,5,yes,-2360587.5834,1137.6
1822,diabetes,25,2,1,20,5,yes,-2360516.0341,1182.5
1823,diabetes,25,2,1,20,5,yes,-2360009.521,1202.0
1824,diabetes,25,2,1,20,5,yes,-2359411.87,1244.3
1825,diabetes,25,2,1,20,5,yes,-2359229.6381,1268.5
1826,diabetes,25,2,1,20,5,yes,-2359150.3497,1374.5
1827,diabetes,25,2,1,20,5,yes,-2358797.9863,1463.2
1828,diabetes,25,2,1,20,5,yes,-2358031.8833,1475.0
1829,diabetes,25,2,1,20,5,yes,-2357782.7673,1726.6
1830,munin3,25,3,2,20,10,yes,-949790.5443,399.3
1831,munin3,25,3,2,20,10,yes,-949623.7464,838.1
1832,munin3,25,3,2,20,10,yes,-949614.5564,963.9
1833,munin3,25,3,2,20,10,yes,-949469.1766,1010.5
1834,munin3,25,3,2,20,10,yes,-949439.8278,1041.2
1835,munin3,25,3,2,20,10,yes,-948898.4933,1065.4
1836,munin3,25,3,2,20,10,yes,-947236.68,1080.0
1837,munin3,25,3,2,20,10,yes,-946923.9297,1137.1
1838,munin3,25,3,2,20,10,yes,-946844.3483,1490.4
1839,munin3,25,3,2,20,10,yes,-945656.6331,1653.2
1840,insurance,10,2,2,20,5,yes,-77560.3176,5.8
1841,insurance,10,2,2,20,5,yes,-77436.2523,11.8
1842,insurance,10,2,2,20,5,yes,-71810.4368,17.9
1843,insurance,10,2,2,20,5,yes,-71401.6546,24.0
1844,sachs,10,1,1,20,10,yes,-37694.0373,1800.2
1845,munin,25,3,1,20,10,no,-1093042.4519,42.6
1846,munin,25,3,1,20,10,no,-1092841.081,57.6
1847,munin,25,3,1,20,10,no,-1092836.264,61.2
1848,munin,25,3,1,20,10,no,-1092791.6367,74.6
1849,munin,25,3,1,20,10,no,-1092715.6263,183.6
1850,munin,25,3,1,20,10,no,-1092364.1172,470.2
1851,munin,25,3,1,20,10,no,-1091761.8048,497.8
1852,munin,25,3,1,20,10,no,-1091758.6225,540.2
1853,munin,25,3,1,20,10,no,-1091602.3966,568.4
1854,munin,25,3,1,20,10,no,-1091456.696,626.3
1855,munin,25,3,1,20,10,no,-1091256.9975,644.8
1856,munin,25,3,1,20,10,no,-1091179.6752,659.6
1857,munin,25,3,1,20,10,no,-1091104.1949,772.3
1858,munin,25,3,1,20,10,no,-1091094.8416,1065.7
1859,munin,25,3,1,20,10,no,-1091049.3386,1304.0
1860,munin,25,3,1,20,10,no,-1090552.1019,1345.8
1861,hailfinder,10,1,1,20,5,no,-275993.9368,2.6
1862,hailfinder,10,1,1,20,5,no,-275963.7438,10.5
1863,hailfinder,10,1,1,20,5,no,-268276.0768,17.5
1864,hailfinder,10,1,1,20,5,no,-266995.1976,24.9
1865,hailfinder,10,1,1,20,5,no,-265633.9766,36.9
1866,hailfinder,10,1,1,20,5,no,-259651.0822,57.1
1867,link,50,3,1,20,10,yes,-1698270.7164,6.1
1868,link,50,3,1,20,10,yes,-1693666.4037,19.1
1869,link,50,3,1,20,10,yes,-1693540.4587,35.0
1870,link,50,3,1,20,10,yes,-1693436.4225,48.0
1871,link,50,3,1,20,10,yes,-1693323.7858,60.9
1872,link,50,3,1,20,10,yes,-1693211.7732,73.7
1873,link,50,3,1,20,10,yes,-1693046.4922,86.8
1874,link,50,3,1,20,10,yes,-1693030.9638,99.9
1875,link,50,3,1,20,10,yes,-1692858.2107,113.1
1876,link,50,3,1,20,10,yes,-1692706.8228,126.8
1877,link,50,3,1,20,10,yes,-1692668.1789,140.5
1878,link,50,3,1,20,10,yes,-1692668.1788,143.5
1879,link,50,3,1,20,10,yes,-1690155.0965,169.8
1880,link,50,3,1,20,10,yes,-1689231.2515,188.3
1881,link,50,3,1,20,10,yes,-1686810.925,203.0
1882,link,50,3,1,20,10,yes,-1683476.703,219.4
1883,link,50,3,1,20,10,yes,-1683295.9908,233.2
1884,link,50,3,1,20,10,yes,-1683279.0135,247.3
1885,link,50,3,1,20,10,yes,-1683039.2774,261.1
1886,link,50,3,1,20,10,yes,-1683036.6862,264.5
1887,link,50,3,1,20,10,yes,-1677966.0602,279.2
1888,link,50,3,1,20,10,yes,-1670346.1018,308.3
1889,link,50,3,1,20,10,yes,-1670153.9443,322.2
1890,link,50,3,1,20,10,yes,-1670153.684,343.8
1891,link,50,3,1,20,10,yes,-1670090.8799,358.5
1892,link,50,3,1,20,10,yes,-1667610.9768,395.6
1893,link,50,3,1,20,10,yes,-1667568.2846,399.1
1894,link,50,3,1,20,10,yes,-1667555.0579,412.9
1895,link,50,3,1,20,10,yes,-1663075.5927,430.4
1896,link,50,3,1,20,10,yes,-1661987.2254,433.8
1897,link,50,3,1,20,10,yes,-1661454.3148,437.2
1898,link,50,3,1,20,10,yes,-1661004.5008,453.3
1899,link,50,3,1,20,10,yes,-1660951.1571,456.6
1900,link,50,3,1,20,10,yes,-1660773.9237,470.0
1901,link,50,3,1,20,10,yes,-1660566.7599,514.7
1902,link,50,3,1,20,10,yes,-1660513.5789,528.8
1903,link,50,3,1,20,10,yes,-1660513.5788,547.6
1904,link,50,3,1,20,10,yes,-1660208.436,576.8
1905,link,50,3,1,20,10,yes,-1660146.4002,603.1
1906,link,50,3,1,20,10,yes,-1660101.8651,617.1
1907,link,50,3,1,20,10,yes,-1659708.5872,645.9
1908,link,50,3,1,20,10,yes,-1659421.7595,663.8
1909,link,50,3,1,20,10,yes,-1659278.4596,742.4
1910,link,50,3,1,20,10,yes,-1659047.9332,782.3
1911,link,50,3,1,20,10,yes,-1659016.5107,802.9
1912,link,50,3,1,20,10,yes,-1658941.2291,817.9
1913,link,50,3,1,20,10,yes,-1658940.2162,917.0
1914,link,50,3,1,20,10,yes,-1658766.7305,932.1
1915,link,50,3,1,20,10,yes,-1658739.0698,946.2
1916,link,50,3,1,20,10,yes,-1658704.0722,1107.4
1917,link,50,3,1,20,10,yes,-1658701.7179,1118.0
1918,link,50,3,1,20,10,yes,-1658653.4486,1317.3
1919,link,50,3,1,20,10,yes,-1658196.8733,1339.5
1920,link,50,3,1,20,10,yes,-1657602.9493,1602.7
1921,link,50,3,1,20,10,yes,-1657481.803,1649.8
1922,link,50,3,1,20,10,yes,-1657377.206,1666.6
1923,link,50,3,1,20,10,yes,-1657353.9218,1671.5
1924,link,50,3,1,20,10,yes,-1657224.5582,1689.6
1925,link,50,3,1,20,10,yes,-1657223.5342,1726.7
1926,link,50,3,1,20,10,yes,-1657221.9087,1747.0
1927,link,50,3,1,20,10,yes,-1657217.9624,1753.2
1928,link,50,3,1,20,10,yes,-1657144.9755,1758.1
1929,link,50,3,1,20,10,yes,-1656936.4862,1773.5
1930,andes,25,2,1,20,10,yes,-524750.444,11.6
1931,andes,25,2,1,20,10,yes,-524676.7918,22.8
1932,andes,25,2,1,20,10,yes,-521696.7271,34.3
1933,andes,25,2,1,20,10,yes,-521059.1572,40.1
1934,andes,25,2,1,20,10,yes,-520856.6764,41.9
1935,andes,25,2,1,20,10,yes,-520227.9089,53.1
1936,andes,25,2,1,20,10,yes,-519122.9797,64.5
1937,andes,25,2,1,20,10,yes,-518669.0478,72.6
1938,andes,25,2,1,20,10,yes,-518429.6066,84.5
1939,andes,25,2,1,20,10,yes,-517983.5855,96.3
1940,andes,25,2,1,20,10,yes,-517489.2195,101.7
1941,andes,25,2,1,20,10,yes,-515816.2429,113.2
1942,andes,25,2,1,20,10,yes,-515807.2527,137.2
1943,andes,25,2,1,20,10,yes,-515371.2942,148.5
1944,andes,25,2,1,20,10,yes,-515366.3828,150.7
1945,andes,25,2,1,20,10,yes,-513777.3543,162.2
1946,andes,25,2,1,20,10,yes,-513767.3595,174.1
1947,andes,25,2,1,20,10,yes,-513263.5428,186.2
1948,andes,25,2,1,20,10,yes,-512884.7758,198.4
1949,andes,25,2,1,20,10,yes,-511163.3396,211.0
1950,andes,25,2,1,20,10,yes,-510987.3585,234.5
1951,andes,25,2,1,20,10,yes,-510966.3152,259.3
1952,andes,25,2,1,20,10,yes,-510652.2055,271.0
1953,andes,25,2,1,20,10,yes,-510647.479,284.0
1954,andes,25,2,1,20,10,yes,-510645.944,317.5
1955,andes,25,2,1,20,10,yes,-510611.3633,329.6
1956,andes,25,2,1,20,10,yes,-510274.7593,388.7
1957,andes,25,2,1,20,10,yes,-510005.2223,400.7
1958,andes,25,2,1,20,10,yes,-509724.9167,413.0
1959,andes,25,2,1,20,10,yes,-509491.6019,461.6
1960,andes,25,2,1,20,10,yes,-509329.9537,473.4
1961,andes,25,2,1,20,10,yes,-509206.6733,484.9
1962,andes,25,2,1,20,10,yes,-509192.4854,575.7
1963,andes,25,2,1,20,10,yes,-509186.4352,599.4
1964,andes,25,2,1,20,10,yes,-509158.9971,627.5
1965,andes,25,2,1,20,10,yes,-508960.9968,654.1
1966,andes,25,2,1,20,10,yes,-508781.7131,680.2
1967,andes,25,2,1,20,10,yes,-508625.6859,702.8
1968,andes,25,2,1,20,10,yes,-507586.116,804.0
1969,andes,25,2,1,20,10,yes,-506732.1039,854.2
1970,andes,25,2,1,20,10,yes,-506715.9137,865.6
1971,andes,25,2,1,20,10,yes,-505760.5522,927.9
1972,andes,25,2,1,20,10,yes,-505611.3129,939.2
1973,andes,25,2,1,20,10,yes,-505508.1257,962.3
1974,andes,25,2,1,20,10,yes,-505455.2405,975.5
1975,andes,25,2,1,20,10,yes,-504638.073,1060.0
1976,andes,25,2,1,20,10,yes,-504575.0905,1087.4
1977,andes,25,2,1,20,10,yes,-504124.7901,1101.1
1978,andes,25,2,1,20,10,yes,-504069.4552,1113.6
1979,andes,25,2,1,20,10,yes,-504049.8573,1189.0
1980,andes,25,2,1,20,10,yes,-503930.6554,1277.0
1981,andes,25,2,1,20,10,yes,-503926.5448,1300.2
1982,andes,25,2,1,20,10,yes,-503901.0841,1339.0
1983,andes,25,2,1,20,10,yes,-503423.2465,1430.0
1984,andes,25,2,1,20,10,yes,-503420.012,1497.2
1985,andes,25,2,1,20,10,yes,-503416.8317,1592.7
1986,andes,25,2,1,20,10,yes,-503415.7617,1643.0
1987,andes,25,2,1,20,10,yes,-503404.1962,1756.7
1988,pigs,75,2,2,20,10,no,-1973575.127,33.4
1989,pigs,75,2,2,20,10,no,-1973548.8421,59.3
